@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
0.51,-0.86,-0.45,0.53,0.05,0.09,0.02,0.13,0.06,-0.2,0.25,0.24,0.09,0.08,-0.1,0.0784559,-0.02,-0.13,0.01,-0.16,-0.2,-0.2,-0.8,-0.18,0.18,0.09,0.02,0.08,0,-0.17,-0.39,-0.18,-0.62,0.06,0.24,0.71,0.44,0.12,-0.0183871,-0.02,0.03,0.31,0.5,-0.24,0.08,-0.26,-0.98,-0.91,0.08,0.02,0.22,0.22,0.27,0.15,-0.15,0.29,0.07,0.11,0.3,0.0317442,0.07,0.04,0.21,0.95,0.02,0.2,0.26,0.23,0.25,0.44,-0.22,-0.38,-0.01,-0.33,-0.62,-0.74,-0.05,43.01.03.05
5.55,3.84,4.42,4.62,-0.06,-0.22,-0.08,-0.05,0.17,-0.2,-0.01,-0.2,-0.17,0.07,-0.47,0.2,0.04,-0.17,0.27,0.69,0.2,-0.2065,-0.530286,-0.664324,-0.5525,-0.62,0.38,-0.83,0.36,-0.54,0.59,-0.58,0.27,-0.52,0.22,-0.35,0.79,0.0562162,0.78,-0.32,0.94,-0.11,0.66,-1.11,-0.00638889,0.0827778,1.67,0.73,-0.54,-0.05,0.23,0.23,0.05,0.14,-0.16,-0.16,-0.54,-1.05,-0.05,-0.27,0.67,-1.05,0.14,0.37,-0.17,0.41,0,-0.06,0.06,0.35,-0.04,0.22,-0.02,-0.22,0.25,-1.37,0.24,01.05.02.07
-0.64,-0.12,-0.27,-0.07,-0.29,-0.51,-0.4,-0.19,-0.24,0.15,0.32,0.35,0.03,0.16,-0.31,0.08,0,0,-0.08,0.39,0.26,0.29,-0.166667,-0.0944737,-0.0505263,-0.08,0.25,-0.22,0.17,-0.26,0.07,-0.24,-0.02,-0.18,0.07,-0.15,0.12,-0.122105,0.46,-0.29,0.55,-0.32,0.27,-0.22,-0.198108,-0.234474,-0.45,-0.24,-0.22,-0.15,0.25,0.07,0.52,0.33,-0.01,-0.19,-0.55,-0.4,0.06,0.16,0.0996154,0.48,0.36,-0.09,0.06,-0.14,0.07,0.09,-0.21,-0.11,0.07,-0.03,0.17,-0.25,-0.02,0.06,0.32,32.07
0.15,-0.218,-0.163514,0.43,-0.17,-0.41,-0.03,-0.76,-0.13,-0.19,0.06,0.84,0.04,0.42,-0.17,-0.08,-0.29,-0.200861,-0.0452788,0.69,0.16,-0.0186245,-0.32,-0.6,-0.42,-0.11,-0.18,-0.27,-0.54,0.28,0,0.1,0.2,-0.21,0.15,-0.19,-0.33,-0.0344574,0.07,0.15,0,1.05,0.26,0.72,0.04,0.14,0.1,-0.35,-0.83,-0.5,-0.32,-0.05,0,0.1,0.04,0.27,0.11,0.09,0.34,0.11,0.0111165,0.4,0.49,-0.56,-0.47,-0.02,-0.01,-0.3,-0.32,-0.26,0.36,0.28,0.53,0.04,0.36,0.01,0.34,16.01
-0.07,-0.86,-0.54,0.41,-0.12,-0.35,-0.12,-0.33,0.1,-0.48,-0.07,0.19,0.33,0.06,0.05,0.09,-0.18,0.31,0.16,0.16,0.12,0.08,0.29,0.31,0.5,0.24,-0.3,0.31,-0.35,0.39,-0.5,0.24,-0.41,0.02,0.29,0.25,-0.73,0.36,-0.38,0.29,-0.53,0.04,-0.84,0.38,-0.07,0.2,-0.01,-1.57,0.05,0.06,0.5,-0.03,0.25,0.34,0.3,-0.02,-0.03,0.3,0.3,-0.21,0.0113043,-0.5,0.27,-0.21,-0.27,-0.44,0.16,0,0.05,-0.14,0.44,0.19,0.34,-0.44,0.09,0.02,0.2,11.02.03.04
-0.2,-0.4,-0.32,0.23,-0.23,-0.28,-0.25,0.83,-0.02,-0.45,-0.1,0.19,-0.17,0.23,-0.16,-0.14,-0.09,-0.01,0.04,0.32,0.13,0.16,-0.0647126,0.54,0.17,-0.63,0.05,-0.25,0.45,-0.09,0.11,0.08,-0.06,-0.34,-0.19,-0.27,0.29,-0.06,0.69,-0.17,0.19,0.21,-0.04,-0.09,-0.21,-0.38,0.75,0.24,-1.23,-0.23,0.45,0.05,0.3,0.75,0.41,-0.97,-0.31,0.22,0.6,0.1,-0.23,-0.93,0.03,0.15,-0.27,-0.1,0.1,0.2,-0.02,-0.1,-0.27,0.06,0.13,-0.3,0.31,-0.16,0.27,42.01
-0.2,-0.06,-0.01,0.36,-0.12,-0.77,-0.07,0.12,0.26,-0.09,0.22,0.06,-0.03,0.08,-0.19,0.04,0.14,0.08,0.02,-0.11,0.2,0.16,0.03,0.26,0.33,0.0492857,0.0796774,-0.007,0.097,0.0444828,0.125333,-0.32,0.028,0.27,0.0313333,0.08,0.104667,-0.3,0.0255172,-0.39,0.167,-0.18,0.230667,-0.09,-0.12,0.23,-0.89,0.07,0.42,-0.12,-0.31,-0.26,0.27,0.16,-0.1,-0.29,-0.13,-0.06,0.14,0.0217391,0.51,0.46,0.12,-0.3,-0.25,-0.04,-0.04,0.46,0.74,-0.06,-0.04,-0.21,0.24,-0.04,-0.42,-0.14,0.12,20.09.04
-0.76,-0.06,0.08,0.3,0.06,-0.75,-0.39,-0.37,0.11,-0.24,0.11,0.13,0.25,0.23,0.03,0.36,0.13,-0.14,0.04,-0.16,0.36,0.22,0.5,0.48,0.16,-0.48,-0.00760563,-0.28,0.0340845,-0.15,-0.135286,0,-0.0933803,-0.25,-0.126479,-0.33,0.01,-0.38,-0.136825,-0.16,0.33,-0.26,0.46,0.28,-0.13,0.19,-0.13,-0.33,0.02,-0.09,0.32,-0.53,0.15,0,-0.18,0.45,0.04,0.0163235,-0.26,-0.08,0.4,-0.06,0.3,1.77,-0.43,-0.38,-0.03,0.23,0.53,-0.29,-0.14,-0.38,0.11,0.18,-0.36,-0.58,-0.25,16.03.01
-0.36,-0.58,-0.290408,-0.23,1.11,0.65,0.31,-0.29,-0.38,-0.42,-0.13,-0.11,-0.38,0.13,-0.52,0.01,0.13,-0.19,0.05,0.05,-0.19,0.18,-1.25,-0.98,-0.93,-1.05,0.59,-0.61,0.06,-0.24,0.68,-0.05,0.29,0.11,0.66,-0.28,0.97,-0.27,0.35,-0.28,0.46,0.48,1.29,-0.1,0.02,0.06,0.0894,-1.56,-1.39,-0.41,-0.62,-0.73,-1.31,-0.53,0.14,0.37,0.81,0.68,0.85,0.64,0.81,0.96,1.29,0.14,-0.1,0.05,-0.41,-0.97,-0.77,-0.24,0.23,0.36,0.44,-0.02,0.61,0.38,0.3,01.06
0.01,-0.76,-0.17,-0.67,-0.17,0.12,0.06,-0.05,0.48,-0.1,-0.15,0.05,-0.03,-0.21,0.0901042,-0.08,-0.35,-0.27,-0.03,0.38,-0.21,0.55,0.05,0.04,0.09,-0.26,0.74,-0.69,0.59,-0.58,0.32,-1.3,0.46,0.09,0.04,0.04,0.64,-0.03,0.19,-0.3,0.79,0.3,0.58,-0.75,-0.53,-0.48,-0.73,-0.03,0.31,0.22,0.26,0.29,0.64,0.16,0.21,-0.82,-0.42,-0.07,0.19,-0.31,0.08,-0.0277528,-0.0610112,0.08,0,0.2,0.23,0.37,-0.16,-0.29,0,0,-0.02,-0.02,-0.29,-0.05,-0.05,10.03.01
-0.04,-0.79,-0.305,0.5,-0.33,-0.61,-0.52,-0.14,0.05,-0.05,0.22,0.05,0.09,0.72,0.18,0.26,0.13,0.12,0.22,-0.44,0.01,0.05,-0.46,-0.55,-0.83,-0.15,0.34,-0.35,0.44,-0.31,0.51,0.03,0.41,-0.11,0.34,-0.21,0.72,0.21,0.32,-0.21,0.27,0.2,0.71,-0.4,-0.55,-0.37,0.13,-0.27,-0.46,-0.15,0.27,-0.42,-0.18,-0.24,-0.22,0.28,0.12,0.22,0.07,0.36,0.186818,0.32,0.18,0.08,0.25,-0.14,-0.03,-0.58,-0.38,-0.25,0.34,0.33,0.33,-0.4,0.32,-0.24,0.35,34.01.01.01
-0.58,-0.49,-0.58,0.06,-0.18,0.48,0.28,0.14,-0.33,-0.05,0.24,-0.04,-0.1,0.12,-0.24,-0.02,-0.24,-0.13,-0.13,0.27,-0.29,0.23,-0.25,-0.15,-0.12,0.01,0.44,-0.02,-0.51,0.02,-0.09,-0.12,0.32,-0.23,0.27,-0.25,0.01,0.04,0.45,0,0.54,0.24,0.32,-0.27,-0.35,-0.3,0.01,-0.01,0.04,-0.1,-0.07,-0.02,0.03,0.25,0.06,0.35,-0.18,-0.18,0.03,-0.26,-0.152857,0.1,-0.04,0.31,-0.42,-0.24,0.36,0.34,0.55,0.47,0.27,0.02,-0.53,0.27,-0.61,-0.44,-0.33,11
-0.06,0.14,-0.12,0.08,-0.06,0.54,0.22,-0.48,-0.03,-0.4,0.09,-0.03,0.07,-0.02,0.06,0.1,0.01,-0.25,-0.03,-0.05,0.18,0.06,0.31,0.45,0.35,-0.31,-0.42,0.1,-0.31,0.27,-0.46,0.05,-0.51,0.1,-0.51,-0.26,-0.33,-0.18,-0.11,0.1,0.05,0.39,-0.35,0.54,0.43,0.62,-0.17,-0.53,-0.15,0.14,0.04,-0.16,0.01,0.14,-0.13,0.45,-0.2,0.01,0.08,-0.098,0.06,-0.01,0.42,-1.14,-0.22,-0.47,0.47,0.24,0.06,0.08,-0.02,0.16,0.2,-0.18,0.52,0.16,0.14,01.03.01.03
0.87,-0.06,-0.217842,0.07,-0.41,0.2,1.31,0.92,0.26,-0.36,-0.26,-0.94,-0.7,0.06,0.61,0.74,0.56,-0.28,-0.6,-0.28,-0.41,-0.43,-0.33,1.86,1.02,-0.89,-0.93,-1.28,-1.22,-1.33,-0.42,1.47,0.88,1.51,0.45,0.69,-0.15,-0.52,-0.73,-0.81,-1.07,-0.1,-0.07,0.99,0.51,0.48,-0.39,0.25,1.31,0.34,-0.39,-0.29,-0.39,-0.67,-0.51,0.38,1.35,1.12,0.89,-0.86,-0.48,-1.07,-0.58,-1.01,-0.37,-0.1,0.23,0.58,0.55,0.19,0.3,0.16,0.04,-0.03,-0.15,-0.53,0.13,01.04
-0.01,-0.09,-0.06,0.04,2.47,0.3,-0.43,-0.12,-0.55,-0.19,-0.51,-0.22,-1.06,-0.11,0.42,0.23,0.08,-0.12,-0.59,0.54,-0.22,0.08,-1.03,-0.33,-1.03,-1.33,-0.57,-1,-0.45,-0.7,0.29,-0.41,0.16,-0.06,0.34,-0.67,0.44,-1.24,0.19,-0.73,0.15,0.92,1.89,1.6,1.56,2.01,1.03,0.46,0.73,0.21,-0.71,-0.47,-0.16,-0.47,-0.71,0.01,0.27,-0.16,0.13,-0.61,-0.16,-0.09,0.66,-0.23,0.03,0.19,0.16,0.29,0.43,0.21,0.01,-0.47,-0.04,0.19,-0.17,-0.57,-0.02,34.11.03.07
-0.23,-0.25,-0.32,-0.07,-0.62,0.11,-0.15,0.04,-0.6,0.69,0.01,0.19,-0.15,0.22,0.07,-0.16,-0.04,-0.1,-0.18,0.4,0.06,0.19,-0.71,-0.71,-0.25,0.33,0.37,-0.18,0,-0.39,-0.07,-0.22,0.03,-0.12,0.12,0.06,0.3,0.38,0.05,0.01,-0.11,0.43,0.03,0.12,0.15,0.38,-0.11,-0.9,-0.54,0.02,0.7,-0.02,-0.02,0.03,-0.11,0.07,-0.05,0.2,0.21,0.21,0.17,0.06,0.24,0.97,0.21,-0.53,-0.41,-0.31,-0.33,0.23,-0.31,0.07,-0.05,0.29,0.1,0,0.08,42.04
-0.51,-0.36,0.1,0.04,-0.08,0.33,0.35,0.22,0.13,0.12,-0.24,0.05,0.05,-0.34,0.09,-0.04,-0.15,-0.19,-0.3,0.28,-0.22,-0.06,0.28,-0.09,-0.06,-0.33,-0.24,-0.39,-0.06,-0.33,-0.53,-0.22,-0.18,-0.22,0.23,0.09,-0.01,0.2,-0.35,0.17,-0.07,0.7,-0.16,0.39,0.21,0.96,0.58,0.15,0.14,-0.08,0.09,-0.51,-0.21,-0.22,-0.51,0.42,0.08,0.08,-0.0194444,-0.24,-0.02,0.07,0.16,1.42,-0.13,0.01,0.63,-0.14,-0.38,-0.41,-0.04,-0.27,-0.45,-0.41,0.03,0.03,0.12,20.01.15
0.42,-0.66375,-0.318571,-0.03,0.05,0.02,0.13,0.05,0.13,0.05,0.05,-0.04,-0.16,0.04,-0.14,0.19,0.29,0.02,-1,0.07,0.09,0.16,-0.33,0.29,-0.24,-0.77,0.43,-0.56,1.21,-0.37,0.27,-0.12,0.45,-0.43,0.88,-0.07,0.78,-0.65,0.74,-0.82,1.05,0.48,1.17,-1.94,-0.51,-0.94,0.95,0.55,-0.25,0.39,0.19,-0.29,-0.43,0.02,-0.2,-0.12,-0.63,-0.12,-0.2,0.16,-0.43,0.53,-0.12,-0.03,0.26,0.89,-0.33,0.23,0.16,0.18,-0.31,-0.16,0.3,0.23,-0.4,-0.85,-0.16,43.01.03.09
0.33,-1,0.51,0.33,0.06,0.08,-0.0818783,0.02,-0.05,0.06,0.1,0.06,0.03,0.05,-0.2,-0.07,0.16,0.03,-0.39,-0.28,0.19,0.13,0.16,-0.34,-0.84,-0.29,-0.52,0.4,0.19,0.83,0.13,0.52,-0.21,-0.19,-0.69,-0.69,-0.27,-0.14,0.04,0.61,-0.31,-1.03,0.72,0.72,0.64,0.58,0.22,0.71,0.04,-0.54,-0.28,-0.43,-0.21,0.34,0.14,0,0.08,-0.18,0.0228,-0.39,0.09,0.04,0.39,0.47,-0.02,0.42,0.12,0.25,0.32,-0.2,-0.01,-0.82,-0.24,0.2,0.03,-0.35,-0.16,11.02.03.04
