@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
-1.12,-0.409319,0.0290476,0.4,0.08,-0.18,-0.45,-0.24,-0.03,-0.38,0.13,0.00948187,0.19,0.0046114,0.06,-0.0894271,0.37,-0.133906,0.22,0.0230928,0.24,-0.0271204,-0.72,-0.46,-0.11,-0.09,0.19,-0.04,0.59,-0.04,0.83,-0.1,0.37,-0.02,0.23,-0.18,0.12,-0.0711917,0.18,-0.04,0.04,0.42,0.27,-0.48,-0.55,-0.42,-0.52,-0.11,0.55,-0.24,0.2,-0.55,0.26,-0.25,-0.62,-1.57,0.4,0.13,-0.43,0.59,0.85,0.66,0.64,-1.49,-0.59,-0.24,0.02,0.37,0.19,0.48,0.36,0.45,0.39,-0.27,0.16,-0.08,0.26,12.01.01
0.81,-0.94,-0.315,-0.0719231,-0.02,-0.02,0.11,-0.31,-0.14,0.15,-0.14,0.12,-0.21,0.3,-0.37,-0.15,0.3,-0.1,-0.0507692,0.36,-0.08,0.18,-0.51,-0.53,-0.11,-0.08,0.21,-0.39,0.29,-0.3,0.65,-0.47,0.51,-0.31,0.49,-0.37,0.77,-0.155769,0.61,-0.53,0.59,0.19,1,-0.57,-0.43,-0.71,0.35,-0.87,-0.2,-0.41,-0.01,-0.31,0.09,-0.07,0.29,-0.45,0.28,0.25,0.44,0.24,0.35,-0.05,0.08,0.01,-0.45,0.22,0.13,-0.29,0.21,0.21,-0.27,0.21,0.49,-0.12,0.25,-0.75,0.17,20.03
-0.43,-0.47,0.16,0.01,-0.15,-0.42,0.33,-0.04,0.48,0.16,0.12,0.12,0.08,-0.15,0,-0.12,-0.03,-0.25,0.03,-0.17,0.33,-0.32,-0.0942857,-0.59,-0.47,-0.22,0.19,-0.02,0.31,0.08,0.51,0,-0.03,-0.05,0.25,-0.2,-0.23,-0.39,0.37,-0.05,0.66,0.19,0.21,-0.25,-0.2,-0.09,-0.04,-0.77,-0.45,-0.47,0.04,-0.36,0.17,-0.05,-0.09,0.65,0.28,0.29,0.13,0.0609091,0.41,-0.06,0.33,0.45,0.01,0.2,-0.23,-0.13,-0.53,-0.1,0.07,0.2,-0.06,-0.45,0.19,0.17,0.2,20.09.07
0.21,0.55,0.03,0,0.04,-0.66,0.27,-0.05,0.34,0.33,0.06,0.04,0.04,-0.08,0.24,-0.15,-0.17,-0.06,0.12,0.09,0.04,-0.44,-0.0663878,-0.18,0.03,0.15,-0.06,0.33,-0.14,0.21,-0.32,0.18,-0.55,0.21,-0.33,0.09,-0.38,0.34,-0.33,0.18,-0.19,0.04,-0.43,0.46,0.29,0.39,-0.64,-0.44,0.28,-0.16,0.25,-0.35,0.41,-0.26,-0.29,0.75,0.06,-0.05,0.0558633,0.09,0.41,-0.01,-0.05,-0.31,-0.37,-0.12,0,0.05,-0.24,0.04,0.3,0.36,0.12,-0.39,0.42,-0.01,0.15,01.04
0.48,-0.49,0.19,2.62,-1.2,0.56,-0.71,-2.24,-1.68,-0.57,0.72,0.74,1.63,0.1,0.51,0.46,-0.71,0.86,-0.2,0.05,1.46,0.21,-0.3,-1.93,-2.69,-0.43,0.57,0.67,1.71,1.42,1.83,0.23,-0.46,-1.1,-1.43,-0.93,-0.28,0.15,0.72,1,1.02,0.41,1.22,-0.01,-0.58,-0.77,-0.98,-1.49,-0.83,-0.56,-0.38,0.09,1.23,1.23,1.25,0.34,0.01,-0.57,0.01,-0.25,-0.010463,0.66,0.25,-1.2,-1.65,-1.2,-1.58,-1.15,-0.61,-0.49,0.39,1.16,1.31,1.3,1.6,1.23,0.88,43.01.03.05
-1.74,-1.32,4.27,3.68,-0.76,-1,-0.4,-0.62,-0.51,-1,-0.12,0.87,1.47,1.4,1.12,0.71,0,-0.5,-0.78,-0.23,-0.2,0.55,-0.0663878,-0.0112687,-0.0415985,0.0169925,-0.0126966,-0.0996617,-0.3,-0.0273234,-0.0476604,0.0139552,0.3,0.152283,-0.0568045,0.0939394,0.114633,-0.0825,0.0252632,-0.0595076,0.102192,0.0280755,0.189368,-0.0314706,-0.0493077,-0.0774074,-1.58,-0.18,0.45,-0.14,-0.46,-1.1,-0.15,-0.19,-0.31,1.18,0.36,0.0682746,-0.28,0.24,0.82,0.8,0.55,-1.49,0.71,0.14,-0.23,0.01,0.05,-0.19,-0.09,-0.02,0.33,0.01,0.41,0.2,0.16,01.04
-0.1,-0.06,-0.51,0.18,-0.2,-0.33,0.09,-0.15,0.21,-0.23,0.18,-0.15,0.06,0.1,0.08,0.18,0.06,-0.13,-0.05,0.03,0.03,0.21,0.26,0.49,0.83,-3.01,0.94,-3.6,1.66,-2.43,1.21,-2.43,0.85,0.81,0.74,0.83,1.19,-1.51,0.76,-2.27,1.02,0.74,1.02,0.65,0.57,0.65,0.32,-0.61,-0.09,0.18,-0.25,-0.32,-0.03,0.12,0.21,0.03,-0.02,0.12,0.38,0.505,0.12,-0.22,0.05,0.14,-0.36,0.1,-0.02,0.03,-0.12,-0.26,-0.05,0.17,0.29,-0.1,0.17,-0.12,0.13,14.07.02.02
-0.3,-1.4,0.24,-0.04,0.06,0.16,0.04,-0.13,-0.13,-0.13,0.06,0.17,0,-0.29,0.01,0,-0.27,0.01,-0.05,0.59,-0.16,0.04,-0.530286,-0.664324,-0.5525,0.58,0.0434211,-0.23,0.124474,-0.07,0.152632,0.1,-0.0421053,0.12,0.0778947,-0.16,0.183684,-0.07,0.203333,0.08,0.252368,-0.115789,0.353889,-0.36,-0.00638889,0.0827778,1.03,0.46,0.21,0.28,-0.37,-0.37,-0.72,0.28,-0.48,-0.18,0.14,-0.27,-0.48,0.07,-0.01,-0.37,0.77,0.31,0.01,0.74,0.98,0.01,-0.49,-0.66,-0.45,-0.03,-0.66,-1.82,-0.04,1.02,1.08,01.05.02.07
0.134211,-0.291176,-0.29,0.15,0.39,-0.01,-0.34,-0.18,-0.25,-0.16,0.07,0.55,-0.16,0.0131579,-0.7,-0.0261111,0.02,0.18,-0.18,0.44,0.32,0.04,0.0305556,0.0235294,-0.0217647,0.014,-0.11,0.0186667,0.0764706,0.16875,-0.104118,0.170588,-0.22375,0.25,-0.251176,0.115556,0.054,0.02375,0.066,-0.0333333,-0.01,-0.0675,0.0613333,-0.00647059,-0.25,-0.0517647,0.32,-1.17,-0.74,-0.65,0.15,-0.44,-0.05,-0.28,-0.06,0.68,0.56,0.75,0.19,0.1,0.35,-0.27,0.66,0.21,0,-0.07,-0.49,-0.27,0.31,0.72,0,-0.15,-0.31,0.29,0.12,-0.39,0.03,12.07
0.76,0.77,-0.34,-0.58,-0.46,0,0.42,0.28,0.51,0.03,0.17,-0.18,-0.58,-0.23,-0.12,0.27,0.2,-0.05,0.29,0.28,-0.53,-0.27,-0.76,-0.2,0.02,-0.02,0.35,-0.25,-0.02,-0.86,-0.08,-0.2,0.68,0.21,0.94,0.22,0.9,0.1,-0.07,-0.45,0.21,-0.04,0.21,-0.3,-0.43,-0.15,-0.88,-0.66,0.63,0.27,-0.38,0.35,0.46,-0.55,-0.4,0.26,0.37,0.48,0.42,0.35,0.26,-0.36,-0.61,-0.17,-0.4,-0.14,-0.03,0.25,-0.1,0.17,0.16,-0.07,-0.07,-0.05,0.28,0.1,0.08,43.01.03.05
-0.0027381,0.66,-0.04,-0.71,-0.32,-0.7,-0.18,-0.15,0.05,0.07,0.07,0.31,0.17,-0.18,0.05,0.16,-0.05,-0.07,0.18,0.54,-0.03,0.07,0.25,0.61,0.49,-0.07,0.57,-0.03,0.07,-0.11,-0.35,-0.13,-0.25,-0.02,-0.25,0.12,-0.27,0.17,-0.82,0,-0.64,0.65,-1.05,0.27,0.02,0.76,-0.26,-0.26,-0.01,-0.16,0.34,-0.72,0.06,-0.22,-0.4,0.82,0.0177576,0.19,-0.39,0.03,0.5,0.17,0.31,-0.61,-0.56,-0.14,0.03,0.42,0.04,0.35,0.47,0.01,0.01,0.11,0.16,-0.2,-0.08,14.04
-0.36,-0.4142,-0.0146939,0.32,0.09,0.2,0.37,-0.12,-0.3,-0.3,0.03,0.16,-0.17,0.22,-0.18,0.02,-0.14,-0.06,0.01,0.51,-0.36,0.03,0.11,-0.21,-0.4,-0.37,-0.05,-0.52,-0.37,-0.94,-0.47,-0.69,-0.61,-0.37,-0.63,-0.58,0.6,0.38,0.45,0.04,0.13,0.96,1.28,0.73,0.66,0.86,1.7,0.72,0.06,-0.51,-0.35,-0.23,-0.43,-0.4,-0.49,0.15,-0.28,-0.25,-0.14,0.17,-0.01,0.1,0.17,2.08,0.07,0.44,0.51,-0.47,-0.93,-0.38,-0.36,0.07,-0.12,-0.87,0.15,-0.25,0.05,32.01
0.36,0.58,-0.25,-0.09,-0.42,-0.05,0.19,0.12,-0.05,0.14,-0.05,-0.47,0.09,-0.33,0.49,0.09,-0.13,-0.1,0.34,0.46,-0.19,-0.13,-0.19,0.19,0.04,-0.03,-0.44,-0.07,-0.28,-0.09,-0.34,0.31,-0.05,0.28,-0.32,0.12,-0.09,0.14,0.19,0.16,-0.54,-0.23,0.17,-0.09,0.59,0.6,0.08,-0.69,-0.25,-0.49,-0.05,-0.14,-0.13,0.06,0.2,0.39,0.26,0.31,0.22,-0.0189583,-0.06,-0.02,0.32,-0.28,0.38,-0.09,-0.02,-0.02,-0.55,-0.16,0.23,0.22,-0.02,-0.24,0.23,0.06,0.24,14.04
-0.67,-0.66375,-0.64,-0.22,0.12,-0.23,0.23,-0.34,0.47,0.08,0.21,0.03,0.04,-0.11,0.41,-0.55,0,-0.29,-0.12,-0.02,0.09,-0.03,-0.19,0.18,-0.1,-0.17,0.54,-0.29,0.54,-0.19,0.28,-0.29,-0.06,-0.27,0.16,0.01,0.13,-0.33,0.31,-0.33,0.49,0.64,0.81,-0.72,-0.64,-0.49,0.05,-0.75,-0.17,0.21,0.25,-0.07,0.48,-0.12,0.05,-0.0174468,-0.22,-0.37,0.42,0.35,0.28,-0.32,-0.07,0.53,-0.37,0.01,0.19,0.09,-0.11,-0.21,-0.18,0.11,0.05,0.11,-0.16,0.01,-0.08,43.01.03.09
0.74,-0.143333,-0.215,0.25,-0.47,0.22,-0.03,-0.0945455,-0.2,0.11,0.2,0.16,-0.25,0.53,0.11,-0.03,-0.18,-0.15,-0.06,0.08,-0.11,0.09,0.297273,0.252727,0.111818,0.118182,0.0272727,-0.0163636,0.0836364,0.14,0.256364,0.07,-0.0945455,-0.55,-0.258182,-0.16,0.00272727,-0.122727,-0.0477778,-0.190909,0.0863636,-0.142727,0.55,-0.246364,-0.251818,-0.222727,0.01,0.26,-0.11,0.14,0.58,-0.21,-0.79,-0.29,-0.67,0.8,0.22,-0.18,0.05,0.08,0.0333333,-0.01,0.11,-0.02,-0.02,-0.12,0.47,0.04,0.12,-0.26,0.04,0.16,0.41,-0.12,-0.12,-0.59,0,01.01
0.69,0.04,-0.09,0.24,-0.16,0.15,-0.04,-0.01,-0.39,-0.3,-0.09,-0.07,0.11,0.32,0,0.04,0.04,-0.06,0.08,0.35,-0.16,0.17,-0.255714,-0.21125,-0.245,0.49,0.44875,-0.06125,0.50625,-0.295,0.41375,-0.2425,0.0725,0.18125,0.1175,0.01125,0.247143,-0.495,0.372857,-0.00625,0.521429,-0.0985714,0.447143,-0.80625,-0.18125,-0.7775,0.21,0,-0.47,-0.25,0.33,0.12,0.18,0.3,0.13,0.38,-0.05,-0.12,-0.12,-0.32,0.0333333,-0.1,-0.21,-0.28,-0.46,0.49,1.67,-0.43,-0.18,-0.29,0.19,-0.43,0.12,-0.44,0.26,-0.35,0.12,20.01.01.01
0.07,-0.64,-0.36,0.39,0.41,0,-0.36,-0.57,-0.09,-0.26,0.1,-0.04,0.27,0.56,0.1,0.41,0.33,-0.21,-0.54,-0.02,-0.18,0.08,0.16,-0.32,-0.54,0.07,0.14,-0.54,0.5,-0.37,0.13,-0.66,-0.22,0.05,-0.36,0.21,0.5,0.36,0.02,0.13,0.02,0.64,0.34,-0.4,-0.12,0.25,0.15,-0.53,-0.27,-0.07,0.48,-0.02,0.33,0.23,0.04,-0.11,-0.17,0.06,-0.12,-0.08,-0.0172222,-0.28,0.38,-0.33,-0.28,-0.02,0.39,0.29,-0.37,-0.14,0.15,-0.04,-0.16,-0.06,0.08,0.54,-0.02,11.04.01
-0.34,-0.58,-0.4,-0.14,0.27,0.01,0.18,-0.21,0.14,-0.29,0.25,-0.06,0.21,-0.06,0.19,-0.11,0.21,-0.27,-0.06,-0.04,-0.29,-0.07,-0.0663878,-0.0112687,-0.0415985,0.0169925,-0.0126966,-0.0996617,0.00370787,-0.0273234,-0.0476604,0.0139552,-0.0548699,0.152283,-0.0568045,0.0939394,0.114633,-0.0825,0.0252632,-0.0595076,0.102192,0.0280755,0.189368,-0.0314706,-0.0493077,-0.0774074,0.3,0.21,-0.11,0.06,0.04,-0.06,-0.04,0.27,0.13,0.16,-0.17,-0.08,0.1,-0.42,0.00718062,-0.11,-0.29,0.04,-0.05,-0.2,-0.09,0.04,0.21,-0.01,-0.2,0.25,-0.12,-0.01,0.16,-0.01,0.01,01.04
0.74,0.71,-0.18,0.2,-0.1,-0.25,0.18,-0.06,0.04,-0.13,0.21,-0.22,0.04,-0.16,0.03,0.25,0.31,0.19,0.03,0.05,-0.27,-0.14,-0.0663878,-0.0112687,-0.0415985,0.0169925,-0.0126966,-0.0996617,0.00370787,-0.0273234,-0.0476604,0.0139552,-0.0548699,0.152283,-0.0568045,0.0939394,0.114633,-0.0825,0.0252632,-0.0595076,0.102192,0.0280755,0.189368,-0.0314706,-0.0493077,-0.0774074,-0.16,0.25,0.22,0.25,0.04,-0.25,0.02,0.07,-0.01,-0.04,0.31,0.17,0.08,-0.29,0.00718062,-0.39,-0.26,-0.62,-0.15,-0.37,0.11,0.18,0.29,0.29,-0.19,0.06,0,0.08,0.36,-0.19,0.14,01.04
