@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
0.12,1.26,-0.42,-0.01,-0.44,-1.12,-0.42,-0.3,0.37,-0.08,0.71,0.26,0.38,0.01,-0.15,-0.35,0.09,0.31,0.67,-0.18,0,0.25,-0.9,-0.64,-0.38,0.36,0.76,0.53,0.5,-0.05,0.32,-0.35,-0.23,0.05,0.17,0.07,0.38,0.38,-0.07,0.32,0.6,-0.47,0.68,-0.64,-0.77,-0.61,-0.81,-0.42,-0.04,-0.07,0.3,-0.4,0.23,0.17,-0.27,-0.05,0.18,0.04,0.14,0.16,0.56,0.11,0.16,-2.61,-1.8,-1.24,-0.8,0.01,0.6,0.8,1.15,0.98,0.92,0.6,0.66,0.52,0.21,42.01
-0.14,-1.12,-0.228509,-0.32,0.05,0.09,0.02,-0.18,-0.2,0.27,0.09,-0.04,0.15,0,0.03,-0.13,-0.18,-0.2,0.03,-0.01,0.21,-0.01,-0.0577124,-0.025414,-0.0236943,-0.0212338,-0.015375,-0.0658974,-0.00232704,-0.0191083,-0.0716352,0.0129448,-0.121242,0.111154,-0.104277,0.0572727,0.0456129,-0.0485161,0.000743243,-0.0107143,0.0569032,0.0779747,0.115,0.0275776,0.0346154,0.0552201,0.15,0.09,0.08,-0.09,0,0,-0.14,0.17,-0.11,-0.04,-0.17,-0.21,0.2,0.21,0.29,0.16,-0.6,0.11,-0.04,0.04,0.31,0.09,0.11,0.07,-0.12,0.09,0.06,-0.23,0.02,-0.59,0.07,14.04
-0.36,-0.15,-0.42,0.14,-0.01,-0.46,0.06,0.07,0.28,-0.09,0.2,0.01,0.04,-0.12,-0.17,-0.01,0.11,-0.14,0.21,-0.15,0.26,-0.1,0.4,0.52,0.48,0.34,-0.63,0.37,-0.66,0.33,-0.49,-0.96,-0.34,0.51,-0.22,0.39,-0.54,0.4,-0.39,0.44,-0.63,-0.14,-0.46,0.44,0.3,0.52,-0.02,-0.44,0.13,0.09,0.33,-0.33,0.05,-0.09,-0.07,0.36,0.23,0.29,0.03,-0.0189583,0.01,-0.35,-0.2,0.76,-0.76,-0.31,-0.25,0.31,0.41,0.11,0.1,-0.01,-0.08,0.24,-0.18,-0.25,-0.09,14.04
-0.74,-0.84,-0.2,-0.06,0.02,-0.37,0.33,-0.33,0.19,-0.12,-0.01,0.08,-0.05,-0.05,-0.15,-0.05,0.04,-0.1,-0.12,0.42,0.36,-0.1,-0.06,-0.01,0.24,-0.25,0.15,-0.06,0.09,0.08,0.11,-0.02,-0.15,0.27,0.01,-0.08,-0.27,-0.19,0.09,-0.23,0.35,0.21,0.24,-0.08,-0.37,-0.11,0.27,0.24,0.23,0.03,-1.49,-0.27,-0.27,0.21,0.35,0.08,0.07,0.12,0.48,-0.19,0.12,0.000470588,0.0187059,-0.4,-0.1,0.08,-0.01,0.1,-0.37,-0.2,0.08,0.32,0.02,-0.05,0.3,0.1,0.12,42.01
-0.97,-0.15,0.0290476,0.23,0.03,-0.5,-0.43,-0.41,-0.12,-0.53,0.1,0.11,0.03,0.36,-0.1,0.1,0.02,0.07,0.22,0.47,0.2,0.38,-0.38,-0.16,0.02,0.03,0.48,0.04,-0.4,0.04,0.14,-0.02,0.03,0.04,-0.16,0.32,-0.1,-0.07,-0.62,0.1,-0.29,0.92,0.21,-0.02,-0.21,0.06,-0.48,-0.03,0.51,-0.18,0.28,-0.56,0.23,0.01,-0.42,0.214172,-2.58,0.45,-0.39,0.63,0.95,0.58,1.01,-1.09,-0.26,-0.15,0.16,0.51,0.21,-0.04,0.6,0.26,0.18,-0.11,-0.07,-0.08,-0.13,12.01.01
-0.94,-0.69,0.14,0.11,-0.03,-0.28,-0.38,-0.22,-0.24,-0.55,0.06,0.05,-0.1,0.35,-0.06,0.06,-0.02,0.14,0.11,0.45,0.26,0.4,-0.62,-0.39,-0.15,0.01,0.38,-0.04,0.26,-0.02,0.35,-0.02,0.14,0.07,-0.1,-0.01,0.16,-0.09,-0.41,-0.06,-0.05,0.77,0.48,-0.21,-0.31,-0.13,-0.56,0.03,0.46,-0.13,0.53,-0.5,0.5,-0.11,-0.46,0.214172,-2.64,0.4,-0.29,0.47,1.13,1,0.17,-1.1,0.06,-0.44,0.14,0.16,0.14,0.01,0.5,0.27,0.29,-0.03,0.04,-0.13,0.11,12.01.01
-0.09,0.37,0.29,0.79,-0.04,-0.63,0.24,-0.12,0.32,-0.38,0.24,-0.17,0.08,0.28,0.14,0.16,0.05,-0.03,0.02,0.11,-0.19,-0.07,-0.56,-0.73,-0.5,-0.18,0.05,0.01,-0.46,-0.02,-0.08,0.01,0.02,0.08,0.44,-0.12,0.2,0.06,0.76,0.24,0.6,-0.6,0.72,0.02,-0.03,0.06,-0.12,-0.4,-0.03,-0.02,0.01,-0.55,-0.05,0.01,-0.02,0.44,0.23,0.19,0.04,-0.03,0.21,0.07,0,-0.62,-0.64,-0.54,-0.49,-0.47,-0.14,-0.09,0.67,0.57,0.54,-0.29,0.38,0.77,0.36,02
-0.36,-0.03,0.16,-0.12,0.18,-0.27,-0.17,-0.36,-0.13,0.04,0.21,0.21,0.07,-0.08,-0.17,0.12,0.03,-0.05,-0.17,0.51,-0.17,0.22,-0.13,-0.43,-0.37,-0.03,0.0475,0.17,0.0659574,0.23,-0.00971429,0.07,-0.0271127,-0.05,0.0421277,-0.12,0.126838,0.28,0.0476336,0.28,0.158623,-0.0907801,0.272336,0.11,-0.13,0.13,0.04,-0.12,-0.34,-0.13,-0.03,-0.04,0.21,0.43,0.26,0.09,-0.19,0.03,0.15,0.0399099,0.03,-0.29,-0.1,-0.04,0.23,-0.07,-0.14,-0.18,-0.18,-0.3,-0.2,0.2,0.01,0.09,0.14,0.24,0.2,01.05
-0.1,-0.69,-0.29,0.16,-0.11,-0.56,0.01,-0.11,0.04,-0.23,0.07,-0.17,0.14,0.3,-0.04,0.59,0.01,0.01,-0.27,0.12,0.04,0.17,0.03,0.07,-0.17,-0.37,-0.72,0.09,-0.64,0.29,-0.83,0.51,-0.44,0.32,-0.41,-0.05,0.34,0.23,-0.32,0.21,-0.68,0.53,-0.43,0.93,0.71,0.79,0.02,0.16,-0.35,-0.26,-0.62,-0.29,-0.1,0.13,0.31,0.43,0.27,0.33,0.3,-0.45,0.12,0.370686,0.35701,-0.26,-0.84,-0.52,0.05,-0.17,0.28,-0.12,0.3,0.4,0.15,-0.32,0.36,0.63,0.06,12.01.01
0.79,-0.38,-0.27,-0.01,0.22,0.26,0.51,-0.11,0.13,-0.38,-0.02,-0.08,-0.08,0.16,0.04,0.17,-0.04,-0.14,-0.17,-0.14,-0.17,-0.13,-0.13,0.06,-0.35,-0.67,0.18,-0.19,0.63,0.19,0.18,-0.33,0.53,0.02,-0.06,-0.92,0.41,0.04,0.14,-0.43,0.31,-0.23,0.81,0.32,-0.2,-0.33,0.03,-0.3,0.8,0.87,0.28,-0.08,-0.15,0.33,0.4,-0.15,-0.06,-0.3,-0.17,-0.69,-0.41,-0.38,-0.04,0.42,-0.23,-0.1,-0.39,-0.1,-0.08,-0.01,0.05,-0.07,-0.19,0.02,0.5,0,0.19,20.09.18
-0.07,-0.97,-0.51,-0.22,-0.05,0.15,-0.01,0.00010989,0.02,0.16,-0.19,0.12,0.16,-0.32,-0.04,0.07,-0.12,-0.01,-0.33,0.23,0.06,0.09,-0.0185714,0.172062,0.0785417,0.0757609,-0.110842,-0.0498913,-0.0611702,0.0106383,-0.121064,0.104362,-0.0675789,0.217241,-0.0743617,0.15,-0.0522222,-0.0655914,-0.0537778,-0.0334444,-0.0297849,-0.0224468,0.0972527,-0.0416495,-0.0303191,-0.0569072,-0.19,0.03,-0.31,0.21,-0.83,-0.02,0.34,0.12,0.21,-0.31,0.12,0.12,0.49,0.42,-0.13,0.53,-0.83,0.61,0.05,0.27,0.1,0.04,-0.01,0.08,0.18,-0.89,-0.15,-0.05,-0.28,-0.09,0.13,10.03.01
-0.45,-0.84,0.56,0.34,-0.29,0.12,0.12,-0.35,0.3,-0.21,0.08,-0.07,-0.19,-0.02,0.2,-0.01,0.08,0.12,0.12,-0.01,0.09,-0.11,-1.65,-1.47,-0.81,0.42,0.38,0.17,0.35,-0.02,-0.01,0.08,0.03,0.56,0.02,0.48,0.86,0.79,0.66,0.24,0.24,-0.83,-0.15,-0.17,-0.05,-0.1,-0.88,-1.41,-2.51,-1.06,-0.34,-0.28,-0.05,0.4,0.45,0.42,0.57,0.8,0.97,0.79,-0.04,1.22,0.9,0.38,-0.03,-0.4,-0.14,-0.16,-0.09,0.05,0.13,0.21,0.08,-0.27,0.3,0.09,-0.14,20.01.07
0.28,-0.12,-0.09,0.07,0.01,-0.31,0.01,-0.07,-0.11,-0.08,0.01,-0.03,-0.08,-0.23,0.38,0.02,0.64,-0.23,-0.28,0.32,0.06,-0.02,0.01,0.25,0.81,-0.07,-0.33,-0.2,0.01,0.15,-0.39,-0.25,-0.14,0.23,-0.39,0.04,0.19,-0.23,-0.02,-0.23,0.13,0.6,0.35,-0.21,-0.14,-0.16,-0.28,0.32,0.37,0.03,0.03,-0.14,0.16,0.22,-0.09,-0.18,-0.03,-0.3,-0.02,-0.0329412,-0.26,0.08,0.08,0.26,0.02,0.09,0.44,0.42,0.22,0.07,-0.18,-0.25,-0.15,-0.18,-0.38,-0.33,-0.05,16.01
-0.04,-0.84,-0.18,0.21,0.05,0.08,-0.148041,0.05,-0.15,0.32,0.21,0.21,-0.02,0.08,-0.3,-0.15,0.07,-0.32,0.02,-0.3,0.26,-0.12,0.12,-0.13,-0.04,-0.04,-0.5,-0.05,-0.54,0.08,-0.83,0.59,0.02,0.07,-0.46,0.41,-0.26,0.37,-0.01,0.53,-1.05,-0.58,-0.08,0.95,0.56,0.88,0.17,-0.25,-0.89,-0.37,-0.11,-0.15,-0.24,-0.05,0,0.33,0.16,0.16,0.03,0.229435,0.38,0.27,0.56,0.37,-0.39,-0.2,-0.35,0.07,0.17,0.01,0.22,-0.23,-0.04,0.39,0.13,0.08,-0.23,12.01.01
0.51,-0.76,-0.18,0.03,1.53,1.01,0.93,0.07,-0.1,-0.42,-0.22,-0.34,-0.37,-0.03,-0.46,-0.22,-0.28,-0.53,-0.22,-0.25,0.12,-0.23,0.71,0.52,-0.21,0.59,0.27,-0.37,0.2,-0.59,0.1,-0.53,0.17,0.42,-0.25,0.47,0.68,-1.3,0.85,0.45,0.45,-0.16,0.65,-1.12,-0.45,-1.56,-0.29,-0.14,-0.25,-0.31,-0.09,-0.21,0,0.04,-0.09,0.41,0.39,0.24,-0.03,-0.0329412,0.16,0.14,0.03,1.23,-0.23,-0.14,-0.25,0.1,0.02,-0.72,0.05,-0.05,-0.13,0.02,0,0.16,-0.06,16.01
-0.2,0.03,0.49,0.11,0.01,0.0453191,0.01,-0.21,0.1,0.13,-0.17,0.25,0.28,-0.19,0,0.01,0.04,-0.19,-0.15,0.12,-0.12,0.06,-0.16,-0.1,-0.22,-0.65,0.03,-0.65,0.26,0.03,0.17,0.02,0.14,-0.59,0.27,-0.37,0.39,-0.42,0.44,-0.13,1.14,0.08,0.63,-0.01,-0.28,-0.03,0.1784,-0.09,-0.18,0.18,-0.04,0.24,-0.13,0.03,-0.32,-0.82,-0.35,-0.32,0.16,0.2,0.5,0.53,0.42,4.95,0.36,1.02,-0.46,-1.51,-1.42,-1.25,-0.77,-0.25,-0.37,-0.06,0.36,-0.13,-0.46,32.01
0.28,-0.219622,-0.241054,0.28,0,-0.31,0,0.03,0,-0.09,0.33,-0.21,0.1,0.15,-0.07,0.15,0.13,-0.11,-0.07,-0.12,-0.05,0.16,0.54,0.56,0.69,0.77,-0.73,0.63,-0.66,0.34,-1.08,0.62,-0.39,0.54,-0.8,0.32,-0.29,0.59,-1.08,0.59,-1.26,-1.08,-0.48,0.65,0.43,0.58,-0.28,-0.15,0.01,-0.11,0.29,0.04,-0.01,0.17,-0.01,0.26,0.1,0.15,-0.06,0.00829787,-0.14,-0.22,-0.05,-0.38,-0.16,-0.34,-0.26,0.2,0.05,-0.34,0.36,0.25,0.27,0.05,-0.09,0.2,0.19,11.02.03.04
-0.47,-0.76,-0.18,-0.18,0.13,0,0.12,-0.1,0.08,-0.02,0.36,0.11,0.15,-0.08,-0.1,-0.13,0.06,0.05,-0.08,-0.1,-0.16,-0.29,-0.23,-0.41,-0.28,0.1,-0.62,0.22,-0.13,0.28,-0.31,0.44,-0.34,0.23,-0.05,0.19,-0.26,0.05,-0.31,0.36,-0.48,0.31,-0.12,0.05,0.52,0.8,0,0.4,-0.03,-0.47,-0.76,-0.19,-0.3,-0.22,-0.02,0.58,0.36,-0.02,0.01,0.04,0.223313,0.33,0.28,0.12,-0.08,-0.34,0.02,-0.08,-0.16,-0.16,0.04,0.09,-0.06,0.25,0.22,0.16,-0.01,12.01.01
0.19,-0.49,0.24,0,-0.2,-0.15,-0.31,0.08,-0.2,0.49,-0.05,0.52,0.31,-0.31,-0.15,-0.13,0.02,-0.05,-0.12,0.39,-0.1,-0.02,-0.0725984,0.0421898,0.0167647,0.0505263,-0.01,-0.0427612,0.0537594,-0.00864662,0.0165414,-0.0273881,-0.0316418,0.172615,0.016194,0.0686466,0.0965116,-0.123985,-0.0183871,-0.11597,0.0785271,0.01,0.17008,-0.128227,-0.113835,-0.146214,-0.29,0.05,0.25,0.28,0.3,0.73,0.26,-0.02,-0.32,-0.25,-0.83,-0.58,0.15,0.48,-0.010463,0.33,-0.53,-0.19,-0.259929,-0.02,-0.15,0.19,0.27,0.42,0.35,-0.15,-0.15,-0.04,-0.17,-0.21,-0.14,43.01.03.05
