@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
0.138182,-0.219622,-0.241054,-0.0042328,-0.14,0.35,-0.06,-0.7,-0.05,-0.39,0.01,-0.05,-0.08,0.41,-0.14,0.32,0.25,-0.03,-0.7,0.57,0.17,0.26,0.19,0.2,-0.04,-0.45,0.33,-0.8,0.09,-0.5,-0.08,-0.08,0.09,-0.17,0.26,-0.3,0.49,-0.00328652,0.31,-0.6,0.4,0.67,1.02,-0.32,-0.37,-0.35,-0.01,0.39,0.19,-0.24,0.29,-0.33,0.1,0.13,-0.22,0.14,-0.09,-0.11,0.0228,-0.11,-0.11,-0.27,0.24,-0.13,0.08,0.01,-0.03,-0.18,-0.21,0.2,0.26,0.14,-0.13,-0.37,0.76,-0.27,-0.14,11.02.03.04
-0.4,-1.03,0.06,-0.04,-0.56,-0.54,0.15,-0.56,0.05,-0.07,0.31,0.15,0.4,0.02,0.11,0.49,-0.28,-0.43,0.21,0.4,-0.01,0.17,-0.0630769,-0.0452632,-0.0325862,-0.24,0.49,-0.01,0.62,-0.08,0.37,-0.33,-0.19,-0.63,-0.35,-0.44,-0.18,-0.0249091,0.2,0.1,0.58,0.18,0.35,-0.42,0.0343103,0.0855172,-0.4,-0.44,-0.59,-0.48,-0.55,0.02,0.46,0.25,0.22,0.08,0.1,-0.1,0.22,-0.19,0.32,0.55,0.51,-0.48,-0.2,-0.07,0.03,-0.09,-0.18,-0.05,0.29,0.21,0.05,-0.03,0.33,0.03,0.19,01.07.01
-0.42,-0.25,-0.15,0.55,-0.18,0.98,0.21,-0.06,0.11,-0.04,0.29,-0.27,0.05,-0.06,-0.35,-0.28,-0.15,-0.25,0.09,-0.18,0.13,-0.04,0.54,0.3,0.35,0.31,-0.14,0.19,-0.28,0.21,-0.72,0.19,-0.64,-0.2,-0.37,0.13,-0.11,0.32,-0.16,0.12,-0.69,0.1,-0.58,0.21,0.24,0.68,0.53,0.34,-0.08,-0.05,0.04,-0.36,-0.04,0.06,-0.19,-0.13,-0.17,-0.05,0.09,0.08,0.0437747,0.02,-0.08,-0.02,-0.51,-0.02,-0.26,0.02,-0.01,-0.16,0.04,0.22,0.09,0.12,0.26,0.25,-0.01,01
0.82,0.9,-0.71,-0.86,0.87,0.25,-0.17,0.18,-0.13,-0.44,-0.13,-0.26,-0.45,-0.35,-0.06,0.52,0.16,0.19,-0.12,0.59,-0.39,-0.26,-0.0725984,0.0421898,0.0167647,0.0505263,0.0827407,-0.0427612,0.0537594,-0.00864662,0.0165414,-0.0273881,-0.0316418,0.172615,0.016194,0.0686466,0.0965116,-0.123985,-0.0183871,-0.11597,0.0785271,-0.00533333,0.17008,-0.128227,-0.113835,-0.146214,-0.43,-1.1,0.4,0.07,0.46,-0.04,0.51,-0.02,-0.24,0.29,0.41,0.55,0.17,0.0317442,-0.13,-0.84,-0.06,-0.75,-0.62,-0.145396,-0.1,0.23,0.24,0.35,-0.1,0.03,0.27,0.23,0.27,0.24,-0.3,43.01.03.05
-0.42,0.1,-0.38,0.01,-0.08,-0.6,-0.2,-0.41,0.28,-0.36,0.14,0.2,0.06,0.18,-0.11,-0.09,0.12,0.16,0.38,0.19,-0.01,0.13,-0.181158,-0.88,-0.53,-0.21,0.66,0.07,0.57,0.15,0.86,-0.11,0.29,-0.12,0.44,-0.58,0.2,-0.34,0.37,-0.06,0.89,-0.19,0.34,-0.46,-0.6,-0.76,-0.48,-0.05,0.46,-0.04,0.32,-0.41,0.39,-0.09,-0.38,0.214172,-2.71,0.3,-0.13,0.53,0.96,0.87,0.46,-0.62,-0.76,-0.51,-0.21,0.05,0.37,0.15,0.46,0.56,0.62,-0.24,0.39,-0.13,-0.13,12.01.01
-0.2,-0.04,-0.09,0.2,-0.02,-0.22,0.23,-0.16,0.19,-0.2,0.27,0.01,-0.08,0.15,-0.15,0.13,-0.11,0.09,-0.15,-0.11,0.13,0,-0.138085,-0.20125,-0.0845833,0.0404167,0.0870213,-0.0433333,0.0653191,-0.0679167,-0.0456522,-0.040625,-0.0673913,0.125833,0.0329787,0.025,0.257391,0.00851064,0.0979545,-0.0122917,0.175778,-0.175556,0.150222,-0.07,-0.086383,-0.014375,0.03,-0.95,-0.14,0.05,0.4,-0.08,0.38,0.3,0.07,-0.4,0.14,0.22,0.23,0.0905556,0.01,-0.39,0.12,0.47,-0.6,-0.23,-0.45,-0.2,-0.08,0.04,0.3,0.29,-0.02,-0.08,0.19,0.41,-0.02,01.06
0.58,0.48,0,0.03,-0.19,-0.35,0.47,0.28,0.46,0.05,0.1,-0.21,-0.33,-0.26,-0.35,0.13,0.13,0.23,0.02,-0.04,-0.08,-0.04,-0.173333,-0.3,-0.04,0.03,0.38,0.13,0.09,-0.25,0.02,0.05,0.2,0.28,0.7,0.17,-1.08,0.02,0.65,-0.27,0.35,-0.78,0.15,-0.04,-0.2,-0.25,0,-0.23,-0.01,-0.02,0.17,-0.22,-0.07,-0.02,-0.22,0.11,0.18,0.42,0.49,0.00857143,-0.06,-0.4,-0.14,-0.22,-0.33,-0.26,-0.66,-0.01,0.31,-0.1,0.05,0.4,0.34,-0.06,0.43,0.16,-0.04,20.01.13
-0.04,0.38,-0.45,-0.1,-0.52,-0.28,-0.65,-0.13,-0.15,0.34,0.33,0.26,-0.05,-0.03,-0.43,-0.08,-0.05,0.25,0,0.84,0.04,0.31,0.00308357,0.0985319,0.0991365,0.0536695,-0.00599432,-0.0460724,0.0155398,-0.0141737,-0.150625,-0.00522222,-0.147436,0.109713,-0.0980737,0.116083,0.027194,-0.00328652,-0.0210703,-0.0570868,-0.00814159,0.0642286,0.0624332,-0.0200545,-0.0403867,-0.0303288,-0.62,-0.92,-0.56,-0.12,0.52,0.25,0.54,0.39,0.16,-0.35,-0.15,0.08,0.48,0.22,0.0113043,-0.01,0.09,-0.51,-0.09,-0.46,-0.28,-0.34,-0.22,-0.01,0.16,0.54,0.27,-0.13,0.59,0.29,0.2,11.02.03.04
-0.29,-0.71,-0.94,-0.04,0.14,-0.88,-0.18,-0.2,0.01,-0.08,0.12,0.29,0.21,0.37,-0.01,0.01,0.2,-0.03,-0.05,-0.33,0.23,0.18,0.297143,0.1925,0.15,0.03625,-0.0742857,0.22875,0.31625,0.10125,-0.19,-0.04375,-0.28875,-0.16875,-0.08375,-0.01375,-0.0825,0.08125,0.04375,-0.01,0.08875,-0.115,0.21,-0.1475,-0.29,-0.21,-0.08,0.17,0.04,-0.01,0.28,-0.27,0.3,0.15,0.09,-0.03,-0.22,-0.1,-0.04,-0.08,-0.0457143,0.02,-0.22,-0.78,-0.22,-0.41,0.13,0.62,0.71,0.42,0.05,-0.14,0.16,0.38,-0.28,-0.44,-0.2,11.06.02
-1.25,-0.09,0.07,0.67,-0.08,-0.36,0.08,-0.12,0.23,-0.22,0.35,0.09,0.31,0.18,0.01,-0.12,-0.12,-0.31,0.05,-0.08,0.14,-0.04,0.55,0.26,0.07,-0.1,-0.45,-0.17,-0.53,-0.26,-0.84,-0.06,-0.65,-0.3,-1.48,-0.19,-0.23,0.38,-0.04,0.5,-0.56,0.74,0.74,0.88,0.72,1.02,-0.24,0.15,0.35,-0.2,0.1,-0.42,0.09,-0.19,-0.51,0.48,0,-0.21,-0.35,-0.03,0.37,0.47,0.14,-0.52,-0.48,-0.73,-0.42,-0.4,-0.01,-0.34,0.55,0.5,0.37,-0.29,0.63,0.87,0.28,16.01
-1.12,-0.6,-0.2,0.7,0.06,-0.28,0.06,-0.28,-0.26,-0.24,0,-0.05,0.11,0.17,-0.1,0.06,0.06,0.23,0.11,0.12,-0.36,0.57,-0.01,0.35,0.47,0.25,-0.25,0.34,-0.29,0.26,-0.54,0.35,-0.43,0.15,-0.76,0.29,-0.74,0.15,-0.59,0.34,-0.85,0.44,0,0.4,0.18,0.48,-0.18,-0.29,0.45,-0.13,0.53,-0.66,0.21,-0.17,-0.55,-1.76,0.44,0.28,-0.35,0.46,0.69,0.4,0.62,-0.87,-0.17,0.1,-0.12,0.62,0.52,-0.28,0.5,0.09,-0.01,0.08,-0.15,-0.16,-0.16,12.01.01
-0.38,0.14,-0.07,0.07,0.4,-0.26,-0.15,-0.04,0.11,0,0.25,0.26,-0.05,0.24,-0.15,-0.29,0.27,-0.15,-0.03,-0.24,0.09,-0.26,-0.317083,1.01,0.1,-0.37,-0.08,-0.43,0.27,-0.09,-0.05,0.19,0.34,0.17,-0.2,-0.44,0.53,0.18,-0.12,-0.04,0.57,0.21,0.33,-0.67,-0.55,-0.88,1.03,0.89,0.92,0.77,0.69,0.51,-0.15,0.06,-0.24,-0.85,-0.58,-1.13,-0.58,-0.93,-0.22,0.43,-0.62,0.63,0.01,-0.08,0.22,0.25,0.45,-0.47,-0.4,-0.22,0.01,0.71,-0.47,-0.31,-0.31,20.09.13
-0.45,-0.74,-0.07,-0.14,0.01,-0.14,0.01,0,0.03,-0.06,-0.09,0.19,-0.21,0.15,-0.26,0.34,-0.16,-0.33,-0.33,0.54,0.03,0.29,0.176981,0.298929,0.142727,0.0625926,-0.186296,-0.022,-0.0846296,0.0457407,-0.264727,0.08,-0.161852,0.235273,-0.19,0.113818,-0.0892308,-0.00321429,-0.133469,0.0552727,-0.119259,0.0238889,-0.119038,-0.00525424,0.0383636,0.0667241,0.04,-0.07,0.04,-0.34,-0.11,-0.09,0.11,0.1,0.06,-0.1,-0.17,-0.22,-0.0321667,0.22,0.21,0.2,0.12,1.36,0.06,0.14,0.12,0.22,-0.12,-0.12,-0.26,-0.22,-0.52,-0.03,-0.24,-0.14,-0.22,16.03.03
-0.62,-0.15,-0.15,-0.23,-0.12,-0.28,-0.3,-0.37,-0.21,-0.26,0.23,0.21,0.14,-0.19,0.25,-0.24,-0.16,-0.03,0.33,0.72,-0.06,0.33,-0.0647126,0.0220225,-0.0563636,0.09,0.16,-0.04,0.2,-0.09,0,-0.29,-0.35,-0.46,0.24,0.02,-0.06,0.29,0.02,0.02,0.1,0.45,-0.24,-0.08,-0.156591,-0.159101,-0.32,-1.08,-0.82,-0.1,0.66,0.24,0.27,0.47,0.14,0.47,-0.23,0.09,0.22,0.0365672,0.21,-0.3,0.08,-0.28,-0.24,-0.09,0.19,0.01,-0.16,-0.05,0.14,0.28,0.24,-0.36,0.24,0.19,-0.11,42.01
-0.2,-0.56,-0.151111,0.25,0.06,-0.15,0.06,-0.24,-0.22,-0.05,0,0.01,-0.06,0.19,-0.3,0.36,-0.22,-0.02,-0.02,0.11,0.35,0.13,-0.19,0.17,0.02,-0.29,-0.09,-0.13,0.32,-0.02,0.04,-0.13,-0.15,-0.11,-0.55,-0.13,0.29,0.09,0,-0.25,0.13,0.32,-0.05,0.24,0.13,0.34,0.25,-0.28,-0.6,-0.16,-0.46,-0.09,-0.33,0.36,0.35,-0.11,0.03,0.22,0.11,0.11,0.09,0.07,0.44,0.56,0,-0.11,-0.42,-0.31,0,0.1,-0.16,-0.03,-0.23,0.26,0.12,0.12,0.09,14.13
0.06,-0.07,-0.42,-0.07,-0.24,-0.83,-0.17,0.03,0.12,0.43,0.13,-0.04,0.01,-0.14,0.09,-0.04,0.01,-0.07,0.4,0.17,0.25,-0.1,-0.0185714,0.27,0.28,0.14,0.29,0,-0.03,-0.16,-0.21,-0.11,-0.38,0.22,-0.16,-0.03,-0.11,0.05,0.03,0.03,0.11,0.05,-0.19,-0.11,-0.11,0.11,0.26,-0.07,0.09,0.25,0.32,-0.28,-0.08,-0.06,-0.13,0.29,-0.03,0.06,-0.02,0.0624242,-0.02,-0.2,-0.38,-0.42,-0.36,-0.25,-0.17,-0.02,-0.29,-0.17,0.15,0.39,0.25,0.05,0.35,0.48,0.01,10.03.01
-0.92,-0.409319,0.0290476,-0.06,0.23,-0.88,-0.88,-0.3,0.01,-0.26,0.26,0.57,0.34,0.41,-0.06,-0.0894271,0.37,0.27,-0.08,0.0230928,0.120773,-0.0271204,1.05,0.9,0.35,-0.27,-0.2,-0.2,0.13,0.08,0.06,0.09,0.18,-0.22,-0.12,-0.25,-0.34,0.25,-0.22,-0.04,-0.42,0.65,-0.09,-0.28,-0.58,-0.54,-0.49,0.18,0.5,-0.18,-0.23,-0.23,0.28,0.08,-0.02,0.45,-0.19,-0.3,-0.17,0.229435,0.32,0.23,-0.23,-0.97,-0.31,0.13,0.39,0.7,0.52,0.71,-0.23,-0.25,0.3,-0.06,-0.31,-0.64,0,12.01.01
-0.18,-0.42,-0.06,0.07,0.14,-0.86,-0.24,-0.52,0.13,0.21,0.27,0.11,0.09,0.11,0.01,-0.1,-0.06,0.22,0.08,0.03,0.24,0.16,0.48,0,0.07,0.32,0.05,0.72,-0.03,0.43,-0.17,0.27,-0.66,-0.1,-0.77,-0.23,-0.4,0.72,-0.06,0.26,-0.1,0.38,-0.63,0.02,-0.27,-0.31,0.16,-0.19,-0.3,-0.18,0.45,-0.16,0.21,0.12,-0.06,0.24,-0.36,-0.15,-0.09,0.36,0.08,0.06,0.18,-0.15,-0.38,-0.15,0.16,0.29,-0.44,-0.27,0.06,0.32,0.29,-0.05,0.23,0.1,-0.01,42.04
0.41,-0.51,-0.18,0.1,0.13,0.01,-0.1,-0.29,0.13,-0.04,0.09,-0.01,0.19,0.15,0.18,-0.11,-0.08,-0.33,0.09,-0.03,-0.1,0.1,0.05,0.1,-0.03,0.1,-0.38,0.19,-0.69,0.37,-0.04,0.32,-0.3,-0.08,-0.11,0.11,-0.52,0.11,-0.11,0.2,0.07,-0.06,-0.41,0.58,0.2,0.32,-0.32,0.09,-0.27,-0.35,-0.29,-0.03,0.13,0.02,0.18,-0.09,0.14,-0.14,0.14,0.39,0.102857,0.55,-0.13,0.15,-0.11,-0.37,-0.17,-0.04,-0.04,0.08,-0.06,0.37,0.3,-0.41,0.34,0.35,-0.39,42.16
