@relation cellcycle0.TRAIN
@attribute cln3-1 numeric
@attribute cln3-2 numeric
@attribute clb2-2 numeric
@attribute clb2-1 numeric
@attribute alpha0 numeric
@attribute alpha7 numeric
@attribute alpha14 numeric
@attribute alpha21 numeric
@attribute alpha28 numeric
@attribute alpha35 numeric
@attribute alpha42 numeric
@attribute alpha49 numeric
@attribute alpha56 numeric
@attribute alpha63 numeric
@attribute alpha70 numeric
@attribute alpha77 numeric
@attribute alpha84 numeric
@attribute alpha91 numeric
@attribute alpha98 numeric
@attribute alpha105 numeric
@attribute alpha112 numeric
@attribute alpha119 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_80 numeric
@attribute cdc15_90 numeric
@attribute cdc15_100 numeric
@attribute cdc15_110 numeric
@attribute cdc15_120 numeric
@attribute cdc15_130 numeric
@attribute cdc15_140 numeric
@attribute cdc15_150 numeric
@attribute cdc15_160 numeric
@attribute cdc15_170 numeric
@attribute cdc15_180 numeric
@attribute cdc15_190 numeric
@attribute cdc15_200 numeric
@attribute cdc15_210 numeric
@attribute cdc15_220 numeric
@attribute cdc15_230 numeric
@attribute cdc15_240 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute cdc28_0 numeric
@attribute cdc28_10 numeric
@attribute cdc28_20 numeric
@attribute cdc28_30 numeric
@attribute cdc28_40 numeric
@attribute cdc28_50 numeric
@attribute cdc28_60 numeric
@attribute cdc28_70 numeric
@attribute cdc28_80 numeric
@attribute cdc28_90 numeric
@attribute cdc28_100 numeric
@attribute cdc28_110 numeric
@attribute cdc28_120 numeric
@attribute cdc28_130 numeric
@attribute cdc28_140 numeric
@attribute cdc28_150 numeric
@attribute cdc28_160 numeric
@attribute elu0 numeric
@attribute elu30 numeric
@attribute elu60 numeric
@attribute elu90 numeric
@attribute elu120 numeric
@attribute elu150 numeric
@attribute elu180 numeric
@attribute elu210 numeric
@attribute elu240 numeric
@attribute elu270 numeric
@attribute elu300 numeric
@attribute elu330 numeric
@attribute elu360 numeric
@attribute elu390 numeric
@attribute class {R.11.02.03.01,R.12.04.02,R.01.04,R.43.01.03.09,R.32.01,R.20.01.17,R.12.04.01,R.14.10,R.20.09.07.03,R.16.03.03,R.10.03.01.01.11,R.42.01,R.01.05,R.20.03,R.01.03.01.03,R.10.01.09.05,R.11.02.03.04,R.12.10,R.01.05.25,R.16.19.03,R.11.04.03.01,R.34.11.03.07,R.42.04.05,R.10.01.03.05,R.14.04,R.16.01,R.43.01.03.05,R.42.16,R.12.01.01,R.01.07.01,R.20.09.07,R.32.07,R.01.03.07,R.01.05.02.07,R.01.06,R.20.09.04,R.20.01.13,R.01.06.02.01,R.20.01.27,R.11.06.02,R.14.07.02,R.10.01.05.01,R.20.09.13,R.14.07.02.02,R.01.01.06.06.01.03,R.12.07,R.14.13,R.10.03.01,R.10,R.16.03.01,R.42.04,R.34.01.01.01,R.01.01,R.02.01,R.11,R.20.01.01.01,R.01.05.13.01,R.20.01.03,R.01.20.15,R.11.04.01,R.01.03.01,R.14.07.11,R.20.09.18,R.42.27.03,R.10.03.01.01.09,R.20.01.07,R.42.04.03,R.20.01.15,R.01.01.06.04.02,R.14.07.04,R.20.09.16,R.14.01,R.11.02.03.04.03,R.01.06.06.11,R.14.13.01.01,R.14.07.09,R.10.03.02,R.01.07,R.20.01.10,R.01.02,R.99,R.01.01.06.05,R.32.01.01,R.10.01.05.03,R.10.03.04.03,R.01.01.09.06.01,R.14.13.01,R.01.03.04.03,R.02.13.03,R.01.20.19,R.01.05.09.04,R.11.04.03.05,R.14.07.03,R.10.01.03,R.42.25,R.32,R.14.07.05,R.42.10.03,R.02.19,R.10.01.05.03.01,R.01.03.04,R.20.09.01,R.02.13,R.11.02.03.01.04,R.02.16.01,R.11.04.02,R.12.04.03,R.18.02.01,R.16.19,R.01.06.05,R.12,R.10.03.01.03,R.16.21.07,R.02.10,R.01.01.11.03.01,R.34.01.01.03,R.20.09.07.27,R.12.01,R.42.08,R.10.03.04.05,R.20.03.01.01,R.11.02.03.04.01,R.20.01.23,R.01.01.03.02.01,R.32.01.09,R.34.11.03.13,R.01.04.04,R.14.07,R.14.07.11.01,R.32.01.03,R.01.06.02.02,R.40.01,R.01.01.09.04.01,R.42.19,R.11.04.03,R.01.01.09.07.01,R.01.03.10,R.02.16,R.01.06.06,R.01.02.07,R.01.01.09.05,R.32.07.03,R.20.01.01.01.01,R.34.07.01,R.20.01.21,R.34.01.01,R.01.01.11.04.01,R.20.01.03.01,R.30.01,R.14,R.01.01.13,R.01.01.06.05.01,R.11.02.03.01.01,R.02.04,R.01.01.06.02.01,R.12.04,R.20.01.25,R.38,R.01.01.03.05.01,R.40.10.02.02.01,R.14.07.01,R.01.02.02.09,R.20.09.07.25,R.20.01.01.07.07,R.01.03.16.01,R.40.20,R.10.03.03,R.01.06.10,R.01.03.01.01,R.02.45,R.14.13.04,R.20.01.01.07,R.01.01.06.05.01.01,R.20.09.18.09.01,R.10.01.05,R.01.01.09.02,R.30.01.05.05.01,R.11.04.03.03,R.02.01.03,R.01.01.09.03.01,R.18.02.09,R.42.10,R.20.09.07.05,R.20.01.03.03,R.16.21.17,R.01.03.04.01,R.01.05.06.07,R.11.02.01,R.18.02.01.01.01,R.01.01.03.03.01}

@data
-0.89,0,-0.45,-0.17,-0.03,-0.74,-1.06,0.06,0.11,0.06,0.29,0.2,0.51,0.44,0.28,-0.06,0.06,0.04,0.04,-0.26,0.04,0.01,0.1,0.29,0.22,-0.11,-0.81,0.02,0.18,0.16,0.11,-0.04,-0.15,0.06,-0.17,0.18,-0.26,-0.2,-0.11,0.11,0.1,-0.09,0.24,0.07,-0.11,0.18,-0.48,0.22,0.23,0.3,0.06,0.06,-0.12,0.18,0.11,0.3,-0.17,-0.76,-0.07,0.23,-0.017222,-0.18,0.09,-1.3,0.01,0.41,0.2,0.93,0.61,-0.71,0.19,-0.01,0.5,0.26,-0.56,-0.51,-0.01,R.11.04.01
-0.04,-0.29,-0.15,0.08,0.02,-0.38,-0.27,-0.52,-0.19,-0.21,0.13,0.15,0.36,0.42,0.25,0.02,-0.02,-0.19,0.05,0.19,0,0.18,0.46,0.69,-0.03,-0.03,-0.14,0.1,-0.06,0.27,-0.66,0.17,0.09,-0.09,0.06,-0.01,0.21,-0.06,0.02,-0.17,0.15,0.6,-0.15,-0.31,-0.37,-0.73,-0.12,0.49,0.02,0.07,0.05,0.19,0.22,0.15,0.04,-0.07,-0.23,-0.32,-0.06,0.006452,-0.17,-0.09,-0.18,-0.69,-0.36,0.15,0.6,-0.05,0.16,-0.25,0.52,-0.03,0.28,-0.26,0.25,-0.57,0.25,R.11.04.01
-0.42,-0.1,-0.76,-0.09,0.14,-0.48,-0.64,-0.22,0.09,0.2,0.45,0,0.19,0.25,-0.14,0,0.22,-0.08,0.02,-0.22,0.15,0.09,0.38,0.39,0.01,-0.95,0.33,-0.43,0.34,0.15,0.14,-0.03,-0.08,0.39,-0.08,0.86,0.65,-0.3,-0.59,-0.16,0.52,-0.2,0.29,-0.82,-0.23,-0.61,-0.43,0,-0.36,0.06,0.23,0.21,0.15,0.08,0.13,0.14,-0.07,0.14,-0.01,0.08,-0.017222,-0.14,-0.21,-0.75,-0.65,0.13,0.16,0.32,0.16,0.05,0.08,0.06,0.37,0.26,-0.17,-0.19,0.16,R.11.04.01
0.21,0.12,-1.15,-0.54,0.45,-0.01,0.08,0.01,-0.04,0.12,0.33,-0.01,-0.13,-0.17,-0.25,-0.17,-0.05,-0.33,0.05,-0.15,0.02,0.24,0.32,0.21,0.95,0.37,-0.07,0.28,0.15,0.14,-0.25,0.22,-0.02,0.2,-0.22,0.38,0.06,-0.74,-0.38,-0.88,-0.64,-0.2,-0.1,0.15,0.11,-0.03,0.06,-0.52,-0.33,0.06,0.24,0.42,0.39,0.1,0.1,0.04,0,-0.26,-0.16,0.057267,-0.18,-0.07,0.12,0.84,-0.27,-0.01,-0.36,0.26,-0.03,-0.09,-0.04,-0.09,-0.21,0.15,-0.11,-0.01,-0.04,R.01.04
-0.69,-0.11993,-0.217842,-0.1,0.79,0.09,0.1,-0.19,-0.41,0.17,0.06,0.24,0.02,-0.24,-0.49,-0.17,-0.09,-0.04,-0.07,0,0.2,0.03,0.08,0.04,-0.04,0.06,0.06,0.03,0.27,0.01,-0.04,-0.09,0.06,-0.46,0.03,0.12,0.63,-0.32,-0.06,-0.12,0.06,0.51,0.09,-0.3,-0.34,-0.26,-0.45,-0.34,-0.76,-0.33,0.17,0.53,0.72,0.76,0.43,-0.64,-0.42,-0.17,-0.15,0.057267,0.12,0.54,-0.01,-0.37,-0.32,0.52,0.25,0.1,-0.12,-0.1,0.19,-0.08,0.16,-0.01,-0.12,-0.03,-0.06,R.01.04
0.106944,-0.62,-0.2,0.004722,-0.57,0.14,0.13,0.16,0.11,0.68,0,0.01,-0.06,-0.31,0.42,-0.68,-0.23,-0.65,0.45,0.1,0.24,0.06,-0.26,-0.39,-0.45,-0.13,0.36,-0.39,0.44,-0.41,-0.04766,-0.11,0.08,0.51,0.21,0.08,0.52,-0.3,0.48,-0.07,0.71,0.34,0.85,-0.71,-0.51,-0.81,0.45,0.18,0.08,-0.22,-0.14,0.31,-0.08,-0.32,0.15,-0.13,-0.29,-0.51,-0.14,0.04,0.007181,0.31,0.3,0.53,0.02,-0.17,-0.02,-0.22,0.39,-0.28,-0.09,0.33,-0.15,-0.11,-0.03,0.09,-0.28,R.01.04
-0.64,-1.43,-0.27,-0.3,-0.18,1.11,-0.13,-0.49,-0.13,-0.02,-0.2,0.32,0.27,-0.07,0.06,-0.16,0.01,-0.31,0.19,-0.1,-0.13,-0.05,0.8,-0.94,-0.39,-0.7,-1.16,-0.43,0.12,0.51,0.6,0.16,0.3,0.31,0.09,0.21,0.63,-0.37,0.025263,-0.58,1.26,0.69,1.12,-0.21,-0.86,-1.16,1.24,1.27,0.67,0.51,0.28,0.27,-0.55,-0.2,0.13,-0.7,-0.03,0.06,-0.49,-0.39,-0.8,-0.61,-0.67,-0.33,-0.03,0.09,0.15,0.06,0.18,0.52,0.46,-0.16,-0.24,0.2,-0.41,-0.29,-0.2,R.01.04
0.43,-0.22,-0.58,0.18,0.09,-0.03978,0.09,0.035088,0.15,-0.2,0.23,-0.15,0.05,0.07,-0.08,0.11,0,-0.12,-0.17,0,-0.14,0.05,-0.12,-0.1,0.11,0.34,-0.3,0.47,-0.01,0.46,-0.14,0.01,0.16,-0.02,-0.73,0.33,0.21,0.21,0.03,0.24,-0.37,-0.16,0.11,-0.12,-0.28,-0.37,-0.39,0.02,-0.49,-0.19,0.25,0.04,0.05,0.35,0.21,0.06,-0.15,0.06,0.24,-0.32,0.007181,0.2,0.05,-0.36,-0.44,-0.34,0.13,-0.23,-0.07,-0.05,0.16,0.29,0.54,-0.17,0.3,-0.1,0.36,R.01.04
-0.27,0.21,-0.04,-0.04,-0.09,-0.16,-0.29,0.13,-0.22,0.23,-0.21,0.02,0.05,0.29,0.15,-0.09,0,-0.19,0.12,0.15,-0.02,0.12,-0.3,-0.12,-0.13,-0.06,0.47,-0.19,0.39,-0.18,-0.37,-0.27,0.97,0.13,0.11,0.36,0.25,-0.46,0.13,-0.15,0.6,0.27,0.34,-0.72,-0.63,-0.44,-0.54,0,0.06,-0.11,-0.17,-0.16,0,-0.44,-0.27,0.44,0.17,0.068275,-0.52,0.48,0.24,0.42,0.4,-0.57,-0.23,-0.03,-0.39,0.22,0.33,0.34,0.18,-0.03,0.17,0.25,0,-0.32,0.06,R.01.04
-0.23,1.84,-1.12,-0.14,-1.76,-0.34,0.18,1.07,0.37,0.32,-0.5,-0.25,-0.48,-0.25,0.79,0.97,0.53,0.13,0.07,0.14,-0.56,-0.41,-0.28,-0.36,-0.2,-0.12,0.13,-0.81,0.48,-0.57,0.68,-0.4,0.57,0.85,0.08,0.69,0.114633,-0.67,0.025263,0.42,1.2,0.14,0.189368,-0.52,-0.59,-0.73,-1.11,-0.29,0.93,0.46,0.42,0.14,-0.57,-0.74,-0.55,0.32,0.99,0.89,0.12,0.057267,-0.26,-0.66,-0.08,-1.69,-1.24,-0.84,0.06,0.44,0.77,0.89,0.53,0.09,0.71,0.11,-0.01,-0.11,0.3,R.01.04
-0.47,-0.45,-0.29,-0.09,0.27,-0.52,-0.08,-0.35,0.033596,-0.31,0.43,-0.11,0.29,0.19,0.15,0,0.34,-0.25,0.03,-0.05,-0.06,0.03,-1.23,-0.011269,-0.041599,1.91,-0.012697,-0.099662,0.003708,-0.027323,-0.04766,0.013955,-0.05487,0.152283,-0.15,0.093939,0.114633,-0.0825,0.025263,-0.36,0.102192,0.028076,0.189368,-0.031471,-0.049308,-0.17,-0.11,0.37,0.38,0.21,-0.26,0.12,-0.03,-0.27,0,0.15,-0.24,-0.34,-0.24,0.057267,-0.07,0.37,-0.03,-1.22,-0.26,-0.22,0.14,0.35,0.05,-0.28,-0.02,0.26,0.35,0.12,0.26,-0.04,0.51,R.01.04
0.106944,-0.43,-0.29,0.004722,0.04,0.1,-0.12,0.035088,-0.07,-0.15,0.04,-0.12,0.1,0.13,0.01,0.07,0.08,-0.07,-0.21,0.02,0.1,0.07,-0.29,0.09,0.27,0.3,-0.31,0.49,0.03,0.35,-0.2,0.03,-0.18,-0.08,-0.33,-0.16,-0.07,0.38,0.24,0.22,0.33,-0.45,-0.12,-0.05,-0.29,-0.18,0.14,-0.31,-0.43,-0.02,0.12,0.35,-0.11,0.1,0.31,-0.47,0.01,0.14,0.07,0.18,-0.03,-0.1,0.03,0.44,0.1,-0.34,-0.28,-0.19,-0.16,-0.46,0.15,0.29,0.059864,0.1,0.15,0.03,0.16,R.01.04
0.59,0.39,-0.56,-0.23,-0.41,-0.3,-0.21,0.19,0.22,0.24,0.07,-0.32,0.08,0.35,0.07,0.28,0.07,0.01,0,0.14,-0.19,-0.26,-0.09,0,0.28,0.1,0,-0.25,-0.33,0.03,-0.2,-0.18,-0.09,0.11,0.26,0.61,0.52,-0.21,-0.23,-0.23,-0.03,0.35,0.14,-0.23,-0.16,-0.18,-0.06,0.34,0.51,0.22,0.09,-0.26,-0.35,0.1,-0.32,0.33,0.01,0.13,0.01,0.057267,-0.11,-0.19,-0.45,-0.8,0.31,-0.25,-0.22,-0.12,0.01,0.07,0.48,0.2,0.16,-0.02,0.01,0.07,0.09,R.01.04
0.24,-0.25,0.06,-0.64,0.04,-0.01,-0.1,0.04,-0.27,-0.02,-0.22,0.08,-0.01,0.02,0.13,0.13,0.05,-0.02,0.09,0.25,-0.12,-0.05,-0.28,-0.22,-0.08,0.13,-0.03,-0.37,-0.14,0.19,-0.07,0.12,-0.2,0.04,-0.16,0.14,-0.04,-0.16,-0.42,-0.38,0.03,0.53,0.5,0.42,0.2,0.27,1.06,-0.37,-0.11,0.12,-0.11,0,0.03,-0.11,0.25,-0.33,-1.31,0.15,0.17,0.38,0.007181,0.04,0.15,1.54,0.01,0.17,0.01,-0.45,-0.29,-0.27,-0.13,-0.12,-0.41,-0.18,0.16,-0.03,0.01,R.01.04
