@relation cellcycle0.TRAIN-D
@attribute cln3-1 {-1,-0.5,0,0.5,1}
@attribute cln3-2 {-1,-0.5,0,0.5,1}
@attribute clb2-2 {-1,-0.5,0,0.5,1}
@attribute clb2-1 {-1,-0.5,0,0.5,1}
@attribute alpha0 {-1,-0.5,0,0.5,1}
@attribute alpha7 {-1,-0.5,0,0.5,1}
@attribute alpha14 {-1,-0.5,0,0.5,1}
@attribute alpha21 {-1,-0.5,0,0.5,1}
@attribute alpha28 {-1,-0.5,0,0.5,1}
@attribute alpha35 {-1,-0.5,0,0.5,1}
@attribute alpha42 {-1,-0.5,0,0.5,1}
@attribute alpha49 {-1,-0.5,0,0.5,1}
@attribute alpha56 {-1,-0.5,0,0.5,1}
@attribute alpha63 {-1,-0.5,0,0.5,1}
@attribute alpha70 {-1,-0.5,0,0.5,1}
@attribute alpha77 {-1,-0.5,0,0.5,1}
@attribute alpha84 {-1,-0.5,0,0.5,1}
@attribute alpha91 {-1,-0.5,0,0.5,1}
@attribute alpha98 {-1,-0.5,0,0.5,1}
@attribute alpha105 {-1,-0.5,0,0.5,1}
@attribute alpha112 {-1,-0.5,0,0.5,1}
@attribute alpha119 {-1,-0.5,0,0.5,1}
@attribute cdc15_10 {-1,-0.5,0,0.5,1}
@attribute cdc15_30 {-1,-0.5,0,0.5,1}
@attribute cdc15_50 {-1,-0.5,0,0.5,1}
@attribute cdc15_70 {-1,-0.5,0,0.5,1}
@attribute cdc15_80 {-1,-0.5,0,0.5,1}
@attribute cdc15_90 {-1,-0.5,0,0.5,1}
@attribute cdc15_100 {-1,-0.5,0,0.5,1}
@attribute cdc15_110 {-1,-0.5,0,0.5,1}
@attribute cdc15_120 {-1,-0.5,0,0.5,1}
@attribute cdc15_130 {-1,-0.5,0,0.5,1}
@attribute cdc15_140 {-1,-0.5,0,0.5,1}
@attribute cdc15_150 {-1,-0.5,0,0.5,1}
@attribute cdc15_160 {-1,-0.5,0,0.5,1}
@attribute cdc15_170 {-1,-0.5,0,0.5,1}
@attribute cdc15_180 {-1,-0.5,0,0.5,1}
@attribute cdc15_190 {-1,-0.5,0,0.5,1}
@attribute cdc15_200 {-1,-0.5,0,0.5,1}
@attribute cdc15_210 {-1,-0.5,0,0.5,1}
@attribute cdc15_220 {-1,-0.5,0,0.5,1}
@attribute cdc15_230 {-1,-0.5,0,0.5,1}
@attribute cdc15_240 {-1,-0.5,0,0.5,1}
@attribute cdc15_250 {-1,-0.5,0,0.5,1}
@attribute cdc15_270 {-1,-0.5,0,0.5,1}
@attribute cdc15_290 {-1,-0.5,0,0.5,1}
@attribute cdc28_0 {-1,-0.5,0,0.5,1}
@attribute cdc28_10 {-1,-0.5,0,0.5,1}
@attribute cdc28_20 {-1,-0.5,0,0.5,1}
@attribute cdc28_30 {-1,-0.5,0,0.5,1}
@attribute cdc28_40 {-1,-0.5,0,0.5,1}
@attribute cdc28_50 {-1,-0.5,0,0.5,1}
@attribute cdc28_60 {-1,-0.5,0,0.5,1}
@attribute cdc28_70 {-1,-0.5,0,0.5,1}
@attribute cdc28_80 {-1,-0.5,0,0.5,1}
@attribute cdc28_90 {-1,-0.5,0,0.5,1}
@attribute cdc28_100 {-1,-0.5,0,0.5,1}
@attribute cdc28_110 {-1,-0.5,0,0.5,1}
@attribute cdc28_120 {-1,-0.5,0,0.5,1}
@attribute cdc28_130 {-1,-0.5,0,0.5,1}
@attribute cdc28_140 {-1,-0.5,0,0.5,1}
@attribute cdc28_150 {-1,-0.5,0,0.5,1}
@attribute cdc28_160 {-1,-0.5,0,0.5,1}
@attribute elu0 {-1,-0.5,0,0.5,1}
@attribute elu30 {-1,-0.5,0,0.5,1}
@attribute elu60 {-1,-0.5,0,0.5,1}
@attribute elu90 {-1,-0.5,0,0.5,1}
@attribute elu120 {-1,-0.5,0,0.5,1}
@attribute elu150 {-1,-0.5,0,0.5,1}
@attribute elu180 {-1,-0.5,0,0.5,1}
@attribute elu210 {-1,-0.5,0,0.5,1}
@attribute elu240 {-1,-0.5,0,0.5,1}
@attribute elu270 {-1,-0.5,0,0.5,1}
@attribute elu300 {-1,-0.5,0,0.5,1}
@attribute elu330 {-1,-0.5,0,0.5,1}
@attribute elu360 {-1,-0.5,0,0.5,1}
@attribute elu390 {-1,-0.5,0,0.5,1}
@attribute class {Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,Label11,Label12,Label13,Label14,Label15,Label16,Label17,Label18,Label19,Label20,Label21,Label22,Label23,Label24,Label25,Label26,Label27,Label28,Label29,Label30,Label31,Label32,Label33,Label34,Label35,Label36,Label37,Label38,Label39,Label40,Label41,Label42,Label43,Label44,Label45,Label46,Label47,Label48,Label49,Label50,Label51,Label52,Label53,Label54,Label55,Label56,Label57,Label58,Label59,Label60,Label61,Label62,Label63,Label64,Label65,Label66,Label67,Label68,Label69,Label70,Label71,Label72,Label73,Label74,Label75,Label76,Label77,Label78,Label79,Label80,Label81,Label82,Label83,Label84,Label85,Label86,Label87,Label88,Label89,Label90,Label91,Label92,Label93,Label94,Label95,Label96,Label97,Label98,Label99,Label100,Label101,Label102,Label103,Label104,Label105,Label106,Label107,Label108,Label109,Label110,Label111,Label112,Label113,Label114,Label115,Label116,Label117,Label118,Label119,Label120,Label121,Label122,Label123,Label124,Label125,Label126,Label127,Label128,Label129,Label130,Label131,Label132,Label133,Label134,Label135,Label136,Label137,Label138,Label139,Label140,Label141,Label142,Label143,Label144,Label145,Label146,Label147,Label148,Label149,Label150,Label151,Label152,Label153,Label154,Label155,Label156,Label157,Label158,Label159,Label160,Label161,Label162,Label163,Label164,Label165,Label166,Label167,Label168,Label169,Label170,Label171,Label172,Label173,Label174,Label175,Label176,Label177,Label178,Label179,Label180,Label181,Label182,Label183,Label184,Label185,Label186,Label187,Label188,Label189,Label190}
@data
4.0,8.0,6.0,5.0,6.0,5.0,4.0,10.0,10.0,11.0,13.0,10.0,14.0,13.0,10.0,9.0,8.0,11.0,9.0,8.0,11.0,10.0,11.0,12.0,14.0,12.0,7.0,9.0,10.0,10.0,9.0,12.0,9.0,10.0,10.0,13.0,7.0,13.0,8.0,11.0,8.0,9.0,9.0,11.0,8.0,9.0,8.0,12.0,13.0,12.0,10.0,11.0,10.0,10.0,11.0,14.0,12.0,11.0,12.0,15.0,13.0,12.0,9.0,3.0,10.0,17.0,10.0,16.0,15.0,8.0,13.0,10.0,14.0,10.0,5.0,5.0,6.0,Label60
6.0,8.0,7.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,12.0,10.0,13.0,13.0,10.0,10.0,8.0,9.0,10.0,11.0,10.0,12.0,12.0,13.0,13.0,13.0,10.0,9.0,9.0,11.0,6.0,13.0,10.0,9.0,11.0,13.0,9.0,13.0,9.0,10.0,9.0,12.0,7.0,10.0,7.0,6.0,9.0,13.0,12.0,11.0,10.0,11.0,11.0,10.0,11.0,12.0,12.0,12.0,12.0,14.0,12.0,13.0,8.0,5.0,9.0,16.0,12.0,10.0,12.0,10.0,15.0,9.0,13.0,8.0,10.0,5.0,7.0,Label60
5.0,8.0,5.0,5.0,6.0,6.0,6.0,9.0,10.0,12.0,14.0,9.0,12.0,12.0,8.0,10.0,9.0,10.0,9.0,8.0,11.0,11.0,12.0,12.0,13.0,9.0,12.0,8.0,11.0,10.0,9.0,12.0,10.0,11.0,11.0,16.0,11.0,12.0,7.0,10.0,10.0,8.0,9.0,8.0,8.0,6.0,8.0,12.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,13.0,12.0,14.0,12.0,14.0,13.0,12.0,8.0,5.0,8.0,16.0,10.0,13.0,12.0,12.0,12.0,10.0,14.0,10.0,7.0,7.0,7.0,Label60
6.0,9.0,4.0,4.0,7.0,7.0,9.0,10.0,9.0,11.0,13.0,9.0,10.0,11.0,7.0,9.0,8.0,8.0,10.0,8.0,10.0,12.0,12.0,12.0,16.0,14.0,10.0,10.0,10.0,10.0,8.0,13.0,10.0,10.0,10.0,14.0,9.0,11.0,7.0,7.0,5.0,8.0,7.0,12.0,9.0,9.0,10.0,10.0,11.0,11.0,10.0,12.0,12.0,10.0,11.0,13.0,12.0,12.0,11.0,14.0,12.0,13.0,10.0,9.0,9.0,16.0,7.0,12.0,10.0,11.0,11.0,9.0,10.0,10.0,8.0,8.0,5.0,Label3
4.0,8.0,7.0,5.0,8.0,8.0,9.0,9.0,7.0,12.0,11.0,10.0,11.0,10.0,6.0,9.0,7.0,10.0,9.0,10.0,12.0,11.0,11.0,11.0,13.0,13.0,11.0,9.0,11.0,10.0,8.0,12.0,10.0,7.0,11.0,13.0,11.0,12.0,9.0,10.0,8.0,12.0,8.0,10.0,7.0,8.0,8.0,11.0,9.0,9.0,10.0,13.0,13.0,12.0,13.0,11.0,11.0,13.0,11.0,14.0,13.0,15.0,9.0,6.0,9.0,17.0,10.0,11.0,10.0,11.0,13.0,9.0,12.0,9.0,8.0,8.0,5.0,Label3
6.0,7.0,7.0,5.0,5.0,8.0,9.0,11.0,10.0,14.0,11.0,9.0,11.0,10.0,10.0,6.0,6.0,6.0,12.0,10.0,12.0,11.0,10.0,10.0,11.0,12.0,12.0,8.0,11.0,8.0,8.0,12.0,10.0,12.0,12.0,13.0,10.0,12.0,10.0,10.0,11.0,11.0,12.0,9.0,7.0,6.0,11.0,12.0,12.0,10.0,9.0,12.0,10.0,9.0,11.0,12.0,11.0,11.0,11.0,14.0,13.0,14.0,10.0,8.0,10.0,16.0,9.0,9.0,13.0,10.0,11.0,12.0,10.0,9.0,8.0,9.0,4.0,Label3
4.0,5.0,7.0,4.0,6.0,11.0,8.0,8.0,9.0,10.0,10.0,11.0,12.0,11.0,9.0,9.0,8.0,8.0,11.0,9.0,10.0,10.0,13.0,8.0,12.0,10.0,5.0,8.0,10.0,12.0,11.0,13.0,11.0,11.0,11.0,13.0,11.0,12.0,9.0,8.0,14.0,13.0,13.0,10.0,5.0,4.0,14.0,15.0,15.0,13.0,11.0,12.0,8.0,9.0,11.0,10.0,12.0,13.0,10.0,13.0,9.0,11.0,6.0,6.0,10.0,16.0,10.0,11.0,12.0,15.0,14.0,8.0,10.0,10.0,6.0,6.0,5.0,Label3
7.0,8.0,6.0,6.0,6.0,7.0,9.0,10.0,10.0,10.0,12.0,9.0,11.0,12.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,11.0,10.0,11.0,13.0,14.0,9.0,10.0,9.0,11.0,8.0,12.0,11.0,9.0,8.0,14.0,9.0,15.0,9.0,12.0,6.0,8.0,8.0,11.0,8.0,7.0,8.0,12.0,10.0,10.0,10.0,11.0,10.0,11.0,12.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,9.0,6.0,8.0,15.0,10.0,9.0,10.0,12.0,12.0,12.0,15.0,8.0,11.0,8.0,8.0,Label3
5.0,9.0,7.0,5.0,6.0,7.0,7.0,10.0,8.0,12.0,10.0,9.0,11.0,12.0,9.0,9.0,8.0,9.0,10.0,11.0,10.0,11.0,10.0,11.0,13.0,13.0,13.0,8.0,11.0,9.0,7.0,11.0,14.0,10.0,11.0,14.0,9.0,12.0,9.0,10.0,11.0,11.0,10.0,8.0,6.0,7.0,8.0,12.0,12.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,13.0,14.0,10.0,16.0,14.0,14.0,11.0,5.0,9.0,16.0,7.0,12.0,13.0,14.0,13.0,9.0,12.0,10.0,8.0,6.0,6.0,Label3
5.0,13.0,4.0,5.0,1.0,6.0,10.0,15.0,11.0,12.0,9.0,8.0,8.0,10.0,12.0,14.0,11.0,11.0,10.0,11.0,7.0,8.0,10.0,10.0,12.0,12.0,11.0,7.0,12.0,8.0,11.0,11.0,12.0,13.0,11.0,15.0,9.0,11.0,9.0,12.0,13.0,10.0,9.0,9.0,6.0,6.0,6.0,11.0,16.0,13.0,11.0,11.0,8.0,7.0,8.0,14.0,16.0,16.0,12.0,14.0,12.0,11.0,9.0,2.0,5.0,14.0,9.0,13.0,16.0,17.0,15.0,10.0,16.0,10.0,8.0,7.0,8.0,Label3
5.0,7.0,7.0,5.0,7.0,6.0,8.0,8.0,10.0,9.0,13.0,9.0,12.0,12.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,6.0,11.0,13.0,19.0,11.0,9.0,10.0,10.0,8.0,12.0,10.0,10.0,10.0,13.0,9.0,13.0,9.0,9.0,8.0,9.0,9.0,11.0,8.0,8.0,9.0,13.0,14.0,11.0,8.0,11.0,10.0,9.0,11.0,13.0,12.0,12.0,11.0,14.0,12.0,14.0,9.0,4.0,9.0,15.0,10.0,13.0,11.0,10.0,11.0,12.0,13.0,10.0,10.0,8.0,9.0,Label3
6.0,7.0,7.0,5.0,6.0,8.0,8.0,10.0,9.0,10.0,11.0,9.0,11.0,12.0,9.0,10.0,8.0,10.0,8.0,10.0,11.0,11.0,10.0,11.0,14.0,14.0,9.0,10.0,10.0,11.0,8.0,12.0,9.0,9.0,10.0,12.0,8.0,15.0,10.0,12.0,9.0,7.0,7.0,11.0,8.0,8.0,10.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,12.0,11.0,12.0,14.0,12.0,15.0,13.0,12.0,9.0,8.0,11.0,15.0,7.0,10.0,10.0,9.0,12.0,12.0,12.0,10.0,9.0,8.0,7.0,Label3
7.0,9.0,6.0,4.0,5.0,6.0,8.0,11.0,11.0,12.0,12.0,8.0,11.0,13.0,9.0,11.0,8.0,10.0,9.0,11.0,9.0,9.0,10.0,11.0,14.0,13.0,11.0,8.0,8.0,10.0,8.0,12.0,10.0,10.0,12.0,15.0,10.0,13.0,8.0,10.0,8.0,11.0,9.0,10.0,8.0,8.0,9.0,13.0,14.0,12.0,10.0,9.0,9.0,10.0,9.0,14.0,12.0,14.0,12.0,14.0,12.0,12.0,7.0,5.0,11.0,15.0,8.0,10.0,11.0,12.0,14.0,11.0,12.0,9.0,9.0,9.0,6.0,Label3
6.0,8.0,8.0,3.0,6.0,7.0,8.0,10.0,8.0,10.0,10.0,10.0,11.0,11.0,9.0,10.0,8.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,13.0,13.0,11.0,8.0,9.0,10.0,8.0,13.0,9.0,9.0,10.0,13.0,8.0,13.0,7.0,9.0,8.0,12.0,10.0,12.0,9.0,10.0,13.0,10.0,12.0,11.0,9.0,11.0,10.0,9.0,12.0,12.0,8.0,14.0,13.0,15.0,13.0,13.0,10.0,11.0,10.0,16.0,9.0,8.0,9.0,10.0,11.0,9.0,9.0,8.0,10.0,8.0,6.0,Label3
6.0,7.0,7.0,5.0,6.0,7.0,8.0,10.0,11.0,12.0,12.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,9.0,9.0,12.0,9.0,10.0,11.0,13.0,13.0,11.0,9.0,10.0,10.0,8.0,12.0,10.0,10.0,11.0,13.0,9.0,13.0,9.0,10.0,8.0,9.0,9.0,11.0,8.0,8.0,9.0,9.0,12.0,12.0,9.0,11.0,10.0,11.0,12.0,13.0,12.0,14.0,12.0,14.0,11.0,13.0,9.0,9.0,10.0,16.0,10.0,12.0,12.0,13.0,10.0,8.0,9.0,11.0,5.0,7.0,5.0,Label3
6.0,8.0,14.0,11.0,3.0,4.0,2.0,3.0,5.0,11.0,16.0,13.0,17.0,14.0,9.0,9.0,5.0,9.0,11.0,15.0,17.0,15.0,11.0,5.0,9.0,16.0,13.0,10.0,10.0,15.0,9.0,12.0,5.0,3.0,5.0,13.0,7.0,18.0,11.0,16.0,11.0,14.0,6.0,12.0,7.0,8.0,4.0,8.0,7.0,7.0,8.0,13.0,14.0,14.0,15.0,12.0,12.0,12.0,13.0,15.0,13.0,16.0,13.0,4.0,6.0,12.0,4.0,6.0,8.0,11.0,16.0,16.0,18.0,13.0,16.0,13.0,8.0,Label3
